-- Logs begin at Thu 2023-09-28 15:29:55 UTC, end at Fri 2023-09-29 06:23:45 UTC. --
Sep 29 06:12:38 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 29 06:12:38 ubuntu dstat.sh[108377]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 29 06:12:38 ubuntu dstat.sh[108377]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 29 06:22:36 ubuntu dstat.sh[108377]: 29-09 06:22:36| 25   4  70   0   0|4668M  181M  181M 2766M|  96k   87k|  40k   84k|5.00  9.99 |2190  3421 |1.64 1.90 1.36|1.0   0   0|   0     0 |   0     0 | 25  286    0   24    0
Sep 29 06:22:37 ubuntu dstat.sh[108377]: 29-09 06:22:37| 17   2  79   0   0|4610M  238M  181M 2766M| 189k  181k|  16k  208k|1.00  16.0 |2801  5072 |1.64 1.90 1.36|  0   0  13|   0     0 |   0     0 | 25  284    0   25    0
Sep 29 06:22:38 ubuntu dstat.sh[108377]: 29-09 06:22:38| 10   4  86   0   0|4629M  219M  181M 2766M|  22k 3713 |   0   112k|   0  7.01 |1835  2698 |1.64 1.90 1.36|1.0   0  10|   0     0 |   0     0 | 25  284    0   25    0
Sep 29 06:22:39 ubuntu dstat.sh[108377]: 29-09 06:22:39| 24   4  71   0   0|4669M  180M  181M 2766M|  94k   86k|  64k  220k|7.99  14.0 |2086  3228 |1.59 1.88 1.36|2.0   0   0|   0     0 |   0     0 | 25  284    0   25    0
Sep 29 06:22:40 ubuntu dstat.sh[108377]: 29-09 06:22:40| 26   5  67   0   0|4610M  238M  181M 2766M| 201k  191k|   0     0 |   0     0 |3026    10k|1.59 1.88 1.36|  0   0  47|   0     0 |   0     0 | 25  284    0   26    0
Sep 29 06:22:41 ubuntu dstat.sh[108377]: 29-09 06:22:41|  8   2  89   0   0|4625M  223M  181M 2766M|  18k 9185 |   0    60k|   0  5.99 |1768  2733 |1.59 1.88 1.36|1.0   0 9.0|   0     0 |   0     0 | 25  284    0   25    0
Sep 29 06:22:42 ubuntu dstat.sh[108377]: 29-09 06:22:42| 25   4  72   0   0|4668M  180M  181M 2766M|  39k   31k|   0    40k|   0  4.01 |1871  2879 |1.59 1.88 1.36|1.0   0 1.0|   0     0 |   0     0 | 25  285    0   25    0
Sep 29 06:22:43 ubuntu dstat.sh[108377]: 29-09 06:22:43| 27   2  70   0   0|4670M  178M  181M 2766M| 253k  243k|   0     0 |   0     0 |2596  4641 |1.59 1.88 1.36|2.0   0   0|   0     0 |   0     0 | 25  284    0   25    0
Sep 29 06:22:44 ubuntu dstat.sh[108377]: 29-09 06:22:44|  4   1  93   0   0|4612M  237M  181M 2766M|  20k 9316 |   0   236k|   0  28.0 |1891  3065 |1.46 1.85 1.35|  0   0  15|   0     0 |   0     0 | 25  284    0   25    0
Sep 29 06:22:45 ubuntu dstat.sh[108377]: 29-09 06:22:45| 23   4  72   0   0|4661M  188M  181M 2766M|  14k 4111 |   0   148k|   0  9.00 |1879  2732 |1.46 1.85 1.35|1.0   0  10|   0     0 |   0     0 | 25  284    0   25    0
Sep 29 06:22:46 ubuntu dstat.sh[108377]: 29-09 06:22:46| 28   3  70   0   0|4671M  178M  181M 2766M| 222k  210k|  32k   36k|3.00  3.00 |2581  4906 |1.46 1.85 1.35|1.0   0   0|   0     0 |   0     0 | 25  286    0   24    0
Sep 29 06:22:47 ubuntu dstat.sh[108377]: 29-09 06:22:47| 13   2  84   1   0|4613M  236M  181M 2766M|  71k   60k|  16k  276k|1.00  22.0 |2162  3585 |1.46 1.85 1.35|  0   0  13|   0     0 |   0     0 | 25  284    0   24    0
Sep 29 06:22:48 ubuntu dstat.sh[108377]: 29-09 06:22:48| 23   5  72   0   0|4648M  201M  181M 2766M|  12k 1970 |   0   132k|   0  12.0 |1912  2735 |1.46 1.85 1.35|1.0   0  10|   0     0 |   0     0 | 25  284    0   24    0
Sep 29 06:22:49 ubuntu dstat.sh[108377]: 29-09 06:22:49| 29   4  67   0   0|4668M  180M  181M 2766M| 125k  114k|   0   184k|   0  11.0 |2201  3703 |1.42 1.84 1.35|1.0   0   0|   0     0 |   0     0 | 25  284    0   24    2
Sep 29 06:22:50 ubuntu dstat.sh[108377]: 29-09 06:22:50| 14   2  80   1   0|4609M  239M  181M 2766M| 170k  160k|   0  3015k|   0   354 |3366  4547 |1.42 1.84 1.35|  0   0  13|   0     0 |   0     0 | 25  282    0   16    2
Sep 29 06:22:51 ubuntu dstat.sh[108377]: 29-09 06:22:51| 13   4  83   0   0|4641M  207M  181M 2766M|  12k 1622 |   0   100k|   0  4.01 |1730  2666 |1.42 1.84 1.35|3.0   0  10|   0     0 |   0     0 | 25  282    0   16    2
Sep 29 06:22:52 ubuntu dstat.sh[108377]: 29-09 06:22:52| 25   3  70   0   0|4668M  180M  181M 2766M|  98k   89k|   0   252k|   0  23.0 |2237  3555 |1.42 1.84 1.35|3.0   0   0|   0     0 |   0     0 | 25  282    0   15    2
Sep 29 06:22:53 ubuntu dstat.sh[108377]: 29-09 06:22:53| 24   4  70   0   0|4610M  238M  181M 2766M| 196k  186k|   0     0 |   0     0 |2785  4942 |1.42 1.84 1.35|2.0   0  40|   0     0 |   0     0 | 25  282    0   15    2
Sep 29 06:22:54 ubuntu dstat.sh[108377]: 29-09 06:22:54| 26   7  66   1   0|4649M  199M  181M 2766M|  18k 8224 |   0   288k|   0  24.0 |2273  3385 |1.39 1.82 1.35|1.0   0  42|   0     0 |   0     0 | 25  282    0   15    2
Sep 29 06:22:55 ubuntu dstat.sh[108377]: 29-09 06:22:55| 25   3  70   0   0|4667M  181M  181M 2766M| 100k   90k|   0    92k|   0  8.99 |2117  3436 |1.39 1.82 1.35|5.0   0   0|   0     0 |   0     0 | 25  282    0   15    2
Sep 29 06:22:56 ubuntu dstat.sh[108377]: 29-09 06:22:56| 22   7  68   0   0|4608M  240M  181M 2766M| 200k  190k|   0   132k|   0  12.0 |3104  5995 |1.39 1.82 1.35|1.0   0 104|   0     0 |   0     0 | 25  282    0   15    2
Sep 29 06:22:57 ubuntu dstat.sh[108377]: 29-09 06:22:57| 15   9  70   7   0|4614M  230M  181M 2769M|  13k 3874 |3266k  352k|98.1  17.0 |2630  3949 |1.39 1.82 1.35|2.0   0  73|   0     0 |   0     0 | 25  282    0   15    2
Sep 29 06:22:58 ubuntu dstat.sh[108377]: 29-09 06:22:58| 15  12  64   8   0|4607M  236M  181M 2771M|  10k 1788 |1546k 7061k| 107  24.8 |2927  5022 |1.39 1.82 1.35|1.0 1.0  27|   0     0 |   0     0 | 25  282    0   14    2
Sep 29 06:22:59 ubuntu dstat.sh[108377]: 29-09 06:22:59|  7   1  87   4   0|4607M  234M  181M 2772M|  18k 1852 | 149k  450k|16.1  24.1 |2505  5016 |1.60 1.86 1.36|  0   0   0|   0     0 |   0     0 | 25  282    0   14    2
Sep 29 06:23:00 ubuntu dstat.sh[108377]: 29-09 06:23:00|  3   1  95   0   1|4607M  234M  181M 2772M|9886  1620 |   0   752k|   0   128 |1866  2536 |1.60 1.86 1.36|  0   0   0|   0     0 |   0     0 | 25  282    0   12    2
Sep 29 06:23:01 ubuntu dstat.sh[108377]: 29-09 06:23:01|  5   1  94   0   0|4606M  235M  181M 2772M|  18k 8199 |   0   280k|   0  23.0 |1905  3057 |1.60 1.86 1.36|1.0   0   0|   0     0 |   0     0 | 25  282    0   12    2
Sep 29 06:23:02 ubuntu dstat.sh[108377]: 29-09 06:23:02|  3   1  95   0   0|4606M  235M  181M 2772M|  33k 3814 |   0    96k|   0  13.0 |1862  2742 |1.60 1.86 1.36|1.0   0   0|   0     0 |   0     0 | 25  282    0   12    2
Sep 29 06:23:03 ubuntu dstat.sh[108377]: 29-09 06:23:03|  3   1  95   0   0|4606M  235M  181M 2772M|  11k 1910 |   0     0 |   0     0 |1598  2626 |1.60 1.86 1.36|  0   0   0|   0     0 |   0     0 | 25  282    0   12    2
Sep 29 06:23:04 ubuntu dstat.sh[108377]: 29-09 06:23:04|  3   2  93   1   0|4606M  235M  181M 2772M|  22k   10k|   0   364k|   0  32.0 |1948  3178 |1.47 1.83 1.36|  0   0 2.0|   0     0 |   0     0 | 25  282    0   12    2
Sep 29 06:23:05 ubuntu dstat.sh[108377]: 29-09 06:23:05|  3   1  95   0   0|4606M  235M  181M 2772M|  13k 4332 |   0    32k|   0  3.00 |1731  2742 |1.47 1.83 1.36|2.0   0   0|   0     0 |   0     0 | 25  282    0   12    2
Sep 29 06:23:06 ubuntu dstat.sh[108377]: 29-09 06:23:06|  3   0  94   0   0|4606M  235M  181M 2772M|  14k 4298 |   0   108k|   0  16.0 |1696  2555 |1.47 1.83 1.36|1.0   0   0|   0     0 |   0     0 | 25  282    0   12    2
Sep 29 06:23:07 ubuntu dstat.sh[108377]: 29-09 06:23:07|  3   1  95   0   0|4606M  235M  181M 2772M|8981  1796 |   0     0 |   0     0 |1507  2480 |1.47 1.83 1.36|  0   0   0|   0     0 |   0     0 | 25  282    0   12    2
Sep 29 06:23:08 ubuntu dstat.sh[108377]: 29-09 06:23:08|  4   0  93   1   0|4598M  243M  181M 2772M|  15k  135k| 280k    0 |8.00     0 |1770  2734 |1.47 1.83 1.36|  0   0   0|   0     0 |   0     0 | 25  282    0   11    2
Sep 29 06:23:09 ubuntu dstat.sh[108377]: 29-09 06:23:09|  3   1  96   0   0|4597M  243M  181M 2772M|  18k 1619 |   0     0 |   0     0 |1531  2481 |1.35 1.80 1.35|  0   0   0|   0     0 |   0     0 | 25  282    0   11    2
Sep 29 06:23:10 ubuntu dstat.sh[108377]: 29-09 06:23:10|  3   1  95   0   0|4597M  243M  181M 2772M|  15k 5571 |   0     0 |   0     0 |1587  2568 |1.35 1.80 1.35|  0   0   0|   0     0 |   0     0 | 25  282    0   11    2
Sep 29 06:23:11 ubuntu dstat.sh[108377]: 29-09 06:23:11|  3   1  95   0   0|4597M  243M  181M 2772M|  14k 4775 |   0   124k|   0  12.0 |1670  2676 |1.35 1.80 1.35|  0   0   0|   0     0 |   0     0 | 25  282    0   11    2
Sep 29 06:23:12 ubuntu dstat.sh[108377]: 29-09 06:23:12|  3   1  95   0   0|4597M  243M  181M 2772M|9726  1619 |   0     0 |   0     0 |1574  2544 |1.35 1.80 1.35|  0   0   0|   0     0 |   0     0 | 25  282    0   11    2
Sep 29 06:23:13 ubuntu dstat.sh[108377]: 29-09 06:23:13|  4   1  95   0   0|4597M  243M  181M 2772M|9742  1855 |   0     0 |   0     0 |1511  2525 |1.35 1.80 1.35|  0   0   0|   0     0 |   0     0 | 25  282    0   11    2
Sep 29 06:23:14 ubuntu dstat.sh[108377]: 29-09 06:23:14|  3   1  94   0   0|4598M  243M  181M 2772M|  18k 9216 |   0   328k|   0  32.0 |1854  3105 |1.24 1.77 1.34|  0   0 2.0|   0     0 |   0     0 | 25  282    0   11    2
Sep 29 06:23:15 ubuntu dstat.sh[108377]: 29-09 06:23:15|  3   1  94   0   0|4597M  243M  181M 2772M|  12k 1622 |   0    36k|   0  5.01 |1653  2705 |1.24 1.77 1.34|  0   0   0|   0     0 |   0     0 | 25  282    0   11    2
Sep 29 06:23:16 ubuntu dstat.sh[108377]: 29-09 06:23:16|  3   1  95   0   0|4597M  243M  181M 2772M|  13k 1682 |   0     0 |   0     0 |1557  2489 |1.24 1.77 1.34|  0   0   0|   0     0 |   0     0 | 25  282    0   11    2
Sep 29 06:23:17 ubuntu dstat.sh[108377]: 29-09 06:23:17|  3   1  95   0   0|4597M  243M  181M 2772M|  12k 2061 |   0  8191B|   0  2.00 |1585  2591 |1.24 1.77 1.34|  0   0   0|   0     0 |   0     0 | 25  282    0   11    2
Sep 29 06:23:18 ubuntu dstat.sh[108377]: 29-09 06:23:18|  2   1  95   0   0|4597M  243M  181M 2772M|  20k 8049 |   0     0 |   0     0 |1599  2539 |1.24 1.77 1.34|  0   0   0|   0     0 |   0     0 | 25  282    0   11    2
Sep 29 06:23:19 ubuntu dstat.sh[108377]: 29-09 06:23:19|  7   3  89   0   0|4604M  237M  181M 2773M|  21k 1847 |   0    12k|   0  3.00 |1950  2962 |1.22 1.75 1.34|  0   0 4.0|   0     0 |   0     0 | 25  282    0   11    2
Sep 29 06:23:20 ubuntu dstat.sh[108377]: 29-09 06:23:20|  7   3  88   3   0|4618M  223M  181M 2772M|  20k 9525 |   0  4589k|   0   422 |3099  3665 |1.22 1.75 1.34|1.0   0   0|   0     0 |   0     0 | 25  282    0   10    2
Sep 29 06:23:21 ubuntu dstat.sh[108377]: 29-09 06:23:21|  4   2  93   0   1|4599M  241M  181M 2772M|  13k 1621 |   0     0 |   0     0 |1663  2504 |1.22 1.75 1.34|1.0   0   0|   0     0 |   0     0 | 25  282    0   10    2
Sep 29 06:23:22 ubuntu dstat.sh[108377]: 29-09 06:23:22|  4   1  95   0   1|4599M  241M  181M 2772M|  14k 4164 |   0    32k|   0  4.00 |1615  2522 |1.22 1.75 1.34|  0   0   0|   0     0 |   0     0 | 25  282    0   10    2
Sep 29 06:23:23 ubuntu dstat.sh[108377]: 29-09 06:23:23|  3   1  94   0   0|4599M  241M  181M 2772M|  13k 3705 |   0     0 |   0     0 |1705  2754 |1.22 1.75 1.34|  0   0   0|   0     0 |   0     0 | 25  282    0   10    2
Sep 29 06:23:24 ubuntu dstat.sh[108377]: 29-09 06:23:24|  3   2  94   0   0|4599M  241M  181M 2772M|  22k   11k|   0   368k|   0  38.0 |2037  3250 |1.13 1.72 1.33|  0   0 3.0|   0     0 |   0     0 | 25  284    0   10    2
Sep 29 06:23:25 ubuntu dstat.sh[108377]: 29-09 06:23:25|  3   1  95   0   0|4599M  241M  181M 2772M|  14k 4739 |   0     0 |   0     0 |1581  2572 |1.13 1.72 1.33|2.0   0   0|   0     0 |   0     0 | 25  284    0   10    2
Sep 29 06:23:26 ubuntu dstat.sh[108377]: 29-09 06:23:26|  5   0  89   4   0|4600M  241M  181M 2772M|  15k 4360 |   0  7438k|   0   507 |2918  3162 |1.13 1.72 1.33|  0   0   0|   0     0 |   0     0 | 25  284    0   10    2
Sep 29 06:23:27 ubuntu dstat.sh[108377]: 29-09 06:23:27| 10   3  86   0   1|4620M  220M  181M 2772M|  10k 1623 |   0    32k|   0  4.01 |1709  2522 |1.13 1.72 1.33|1.0   0 3.0|   0     0 |   0     0 | 25  284    0    9    2
Sep 29 06:23:28 ubuntu dstat.sh[108377]: 29-09 06:23:28| 21   5  74   0   0|4602M  239M  181M 2772M|  13k 2641 | 510k   36k|3.99  2.99 |2003  2760 |1.13 1.72 1.33|1.0   0 5.0|   0     0 |   0     0 | 25  284    0    9    2
Sep 29 06:23:29 ubuntu dstat.sh[108377]: 29-09 06:23:29| 22   6  72   0   0|4619M  222M  181M 2772M|  10k 1849 | 257k    0 |2.00     0 |1905  2714 |1.12 1.71 1.33|1.0   0 7.0|   0     0 |   0     0 | 25  284    0    9    2
Sep 29 06:23:30 ubuntu dstat.sh[108377]: 29-09 06:23:30| 11   3  86   0   0|4602M  239M  181M 2772M|  24k   13k| 256k   52k|2.00  5.99 |1916  2766 |1.12 1.71 1.33|  0   0 1.0|   0     0 |   0     0 | 25  284    0    9    2
Sep 29 06:23:31 ubuntu dstat.sh[108377]: 29-09 06:23:31|  3   1  94   1   0|4602M  239M  181M 2772M|  12k 1775 |4098B  256k|1.00  5.00 |1732  2572 |1.12 1.71 1.33|  0   0   0|   0     0 |   0     0 | 25  284    0    9    2
Sep 29 06:23:32 ubuntu dstat.sh[108377]: 29-09 06:23:32|  3   1  95   0   0|4602M  239M  181M 2772M|  19k 9496 |   0    76k|   0  3.01 |1694  2680 |1.12 1.71 1.33|1.0   0   0|   0     0 |   0     0 | 25  284    0    9    2
Sep 29 06:23:33 ubuntu dstat.sh[108377]: 29-09 06:23:33|  3   1  95   0   0|4602M  239M  181M 2772M|9926  1851 |   0     0 |   0     0 |1610  2507 |1.12 1.71 1.33|  0   0   0|   0     0 |   0     0 | 25  284    0    9    2
Sep 29 06:23:34 ubuntu dstat.sh[108377]: 29-09 06:23:34|  5   1  94   0   0|4602M  239M  181M 2772M|  27k 9143 |   0   284k|   0  24.0 |1799  2916 |1.11 1.70 1.33|2.0   0 2.0|   0     0 |   0     0 | 25  284    0   10    2
Sep 29 06:23:35 ubuntu dstat.sh[108377]: 29-09 06:23:35|  2   1  94   0   0|4602M  239M  181M 2772M|  11k 3917 |   0  1235k|   0  83.9 |1940  3257 |1.11 1.70 1.33|  0   0   0|   0     0 |   0     0 | 25  284    0    8    2
Sep 29 06:23:36 ubuntu dstat.sh[108377]: 29-09 06:23:36|  2   1  95   0   0|4602M  239M  181M 2772M|  12k 3479 |   0    92k|   0  13.0 |1650  2644 |1.11 1.70 1.33|2.0   0   0|   0     0 |   0     0 | 25  284    0    8    2
Sep 29 06:23:37 ubuntu dstat.sh[108377]: 29-09 06:23:37|  3   1  95   0   0|4602M  239M  181M 2772M|9828  1844 |   0     0 |   0     0 |1584  2586 |1.11 1.70 1.33|  0   0   0|   0     0 |   0     0 | 25  284    0    7    2
Sep 29 06:23:38 ubuntu dstat.sh[108377]: 29-09 06:23:38|  3   1  94   0   1|4602M  239M  181M 2772M|  16k 7767 |   0   336k|   0  27.0 |1834  3115 |1.11 1.70 1.33|1.0   0   0|   0     0 |   0     0 | 25  284    0    7    2
Sep 29 06:23:39 ubuntu dstat.sh[108377]: 29-09 06:23:39|  3   0  95   0   0|4602M  239M  181M 2772M|7594   667 |   0    32k|   0  4.00 |1442  2480 |1.10 1.69 1.33|  0   0   0|   0     0 |   0     0 | 25  284    0    6    2
Sep 29 06:23:40 ubuntu dstat.sh[108377]: 29-09 06:23:40|  9   6  83   1   0|4600M  241M  181M 2772M|  19k 9052 |   0   260k|   0  23.0 |2763  6214 |1.10 1.69 1.33|  0   0  34|   0     0 |   0     0 | 25  284    0    7    2
Sep 29 06:23:41 ubuntu dstat.sh[108377]: 29-09 06:23:41|  2   0  96   0   0|4600M  240M  181M 2772M|8078     0 |   0  4096B|   0  1.00 |1442  2534 |1.10 1.69 1.33|  0   0   0|   0     0 |   0     0 | 25  284    0    6    2
Sep 29 06:23:42 ubuntu dstat.sh[108377]: 29-09 06:23:42|  3   1  94   1   0|4600M  241M  181M 2772M| 116k 1412 | 136k   32k|3.00  4.00 |1554  2599 |1.10 1.69 1.33|  0 1.0 1.0|   0     0 |   0     0 | 25  284    0    6    2
Sep 29 06:23:43 ubuntu dstat.sh[108377]: 29-09 06:23:43| 11   4  85   0   0|4602M  239M  181M 2773M| 125k 4036 |  48k    0 |3.00     0 |1731  2647 |1.10 1.69 1.33|1.0   0 7.0|   0     0 |   0     0 | 25  284    0    6    2
Sep 29 06:23:44 ubuntu dstat.sh[108377]: 29-09 06:23:44|  9   3  86   1   0|4602M  239M  182M 2773M| 249k   16k| 220k  480k|11.0  31.0 |2167  3329 |1.01 1.66 1.32|1.0   0  26|   0     0 |   0     0 | 25  284    0    6    2
Sep 29 06:23:45 ubuntu dstat.sh[108377]: 29-09 06:23:45| 10   4  85   0   0|4610M  230M  182M 2773M| 124k 3343 |  12k 8185B|1.00  2.00 |1755  2714 |1.01 1.66 1.32|1.0   0 8.0|   0     0 |   0     0 | 25  284    0    6    2
