-- Logs begin at Mon 2022-12-12 19:29:47 UTC, end at Wed 2022-12-14 10:41:50 UTC. --
Dec 14 10:01:47 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Dec 14 10:01:48 ubuntu dstat.sh[83142]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Dec 14 10:01:48 ubuntu dstat.sh[83142]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Dec 14 10:19:45 ubuntu dstat.sh[83142]: 14-12 10:19:45| 27   3  66   1   0|5923M  344M  155M 1476M| 558k  552k|  40k  912k|1.00   113 |5401    10k|2.10 1.70 1.38|1.0   0 1.0|   0     0 |   0     0 | 25  411    0   84    2
Dec 14 10:19:46 ubuntu dstat.sh[83142]: 14-12 10:19:46| 34   7  55   2   0|5922M  345M  155M 1476M| 624k  619k|   0  1610k|   0   216 |6070    14k|2.10 1.70 1.38|1.0 1.0  34|   0     0 |   0     0 | 25  412    0   87    2
Dec 14 10:19:47 ubuntu dstat.sh[83142]: 14-12 10:19:47| 29   5  64   2   0|5922M  345M  155M 1477M| 503k  493k|   0  1322k|   0   188 |5327  9553 |2.01 1.69 1.38|  0 1.0   0|   0     0 |   0     0 | 25  411    0   89    2
Dec 14 10:19:48 ubuntu dstat.sh[83142]: 14-12 10:19:48| 31   5  61   1   0|5922M  345M  155M 1477M| 468k  453k|  16k 1476k|3.99   214 |5070  8895 |2.01 1.69 1.38|1.0   0 2.0|   0     0 |   0     0 | 25  412    0   91    2
Dec 14 10:19:49 ubuntu dstat.sh[83142]: 14-12 10:19:49| 29   3  64   2   0|5922M  344M  155M 1477M| 572k  565k|   0  1839k|   0   277 |5804    11k|2.01 1.69 1.38|2.0   0   0|   0     0 |   0     0 | 25  412    0   89    2
Dec 14 10:19:50 ubuntu dstat.sh[83142]: 14-12 10:19:50| 30   2  64   2   0|5923M  343M  155M 1477M| 540k  533k|   0  1633k|   0   234 |4830  8581 |2.01 1.69 1.38|1.0   0   0|   0     0 |   0     0 | 25  412    0   92    2
Dec 14 10:19:51 ubuntu dstat.sh[83142]: 14-12 10:19:51| 30   3  63   1   0|5924M  341M  155M 1477M| 540k  532k|   0  1258k|   0   183 |3977  7090 |2.01 1.69 1.38|3.0 1.0   0|   0     0 |   0     0 | 25  412    0   94    2
Dec 14 10:19:52 ubuntu dstat.sh[83142]: 14-12 10:19:52| 29   4  64   1   0|5925M  340M  156M 1478M| 572k  564k|   0  1518k|   0   208 |5055  9618 |2.01 1.70 1.38|1.0   0   0|   0     0 |   0     0 | 25  412    0   96    2
Dec 14 10:19:53 ubuntu dstat.sh[83142]: 14-12 10:19:53| 28   5  64   1   0|5926M  339M  156M 1478M| 515k  506k|   0  1158k|   0   159 |5354    10k|2.01 1.70 1.38|3.0 1.0   0|   0     0 |   0     0 | 25  411    0   98    2
Dec 14 10:19:54 ubuntu dstat.sh[83142]: 14-12 10:19:54| 27   4  64   2   0|5927M  336M  156M 1478M| 589k  581k|   0  1790k|   0   218 |5278    10k|2.01 1.70 1.38|1.0   0 1.0|   0     0 |   0     0 | 25  412    0   96    2
Dec 14 10:19:55 ubuntu dstat.sh[83142]: 14-12 10:19:55|  7   1  91   0   0|5928M  336M  156M 1478M|  46k   37k|   0   609k|   0  34.0 |2263  3335 |2.01 1.70 1.38|1.0   0   0|   0     0 |   0     0 | 25  413    0   96    2
Dec 14 10:19:56 ubuntu dstat.sh[83142]: 14-12 10:19:56| 15   3  79   1   0|5931M  332M  156M 1479M| 302k  292k|4088B 1761k|1.00   218 |4087  7369 |2.01 1.70 1.38|  0   0   0|   0     0 |   0     0 | 25  410    0   96    2
Dec 14 10:19:57 ubuntu dstat.sh[83142]: 14-12 10:19:57| 15   3  72  10   0|5935M  328M  156M 1479M| 283k  272k|   0    13M|   0  1444 |5215  6757 |1.85 1.67 1.38|  0   0   0|   0     0 |   0     0 | 25  410    0   97    2
Dec 14 10:19:58 ubuntu dstat.sh[83142]: 14-12 10:19:58| 14   2  82   1   0|5935M  327M  156M 1479M| 221k  204k|   0   816k|   0  74.0 |3092  5181 |1.85 1.67 1.38|4.0   0 2.0|   0     0 |   0     0 | 25  411    0   96    2
Dec 14 10:19:59 ubuntu dstat.sh[83142]: 14-12 10:19:59| 16   2  79   1   0|5939M  323M  156M 1480M| 359k  351k|   0   971k|   0   102 |3380  5665 |1.85 1.67 1.38|  0   0   0|   0     0 |   0     0 | 25  410    0   99    2
Dec 14 10:20:00 ubuntu dstat.sh[83142]: 14-12 10:20:00| 22   4  75   1   1|5940M  322M  156M 1480M| 416k  398k|   0  1188k|   0   146 |4031  6758 |1.85 1.67 1.38|1.0   0   0|   0     0 |   0     0 | 25  411    0  102    2
Dec 14 10:20:01 ubuntu dstat.sh[83142]: 14-12 10:20:01| 12   2  84   1   0|5941M  321M  156M 1480M| 186k  172k|   0   682k|   0  66.2 |2982  5012 |1.85 1.67 1.38|1.0   0   0|   0     0 |   0     0 | 25  412    0  103    2
Dec 14 10:20:02 ubuntu dstat.sh[83142]: 14-12 10:20:02|  8   2  87   1   0|5941M  321M  156M 1480M| 110k  105k|   0   966k|   0   125 |2833  5099 |1.86 1.67 1.38|1.0   0   0|   0     0 |   0     0 | 25  410    0   98    2
Dec 14 10:20:03 ubuntu dstat.sh[83142]: 14-12 10:20:03| 18   3  76   1   0|5941M  320M  156M 1480M| 382k  367k|   0  1834k|   0   178 |3599  6489 |1.86 1.67 1.38|  0   0   0|   0     0 |   0     0 | 25  410    0  100    2
Dec 14 10:20:04 ubuntu dstat.sh[83142]: 14-12 10:20:04| 16   3  80   1   0|5942M  319M  156M 1481M| 259k  253k|   0  1253k|   0   148 |3712  6572 |1.86 1.67 1.38|1.0   0   0|   0     0 |   0     0 | 25  410    0   99    2
Dec 14 10:20:05 ubuntu dstat.sh[83142]: 14-12 10:20:05| 13   3  82   1   1|5944M  317M  156M 1481M| 307k  297k|   0   920k|   0   123 |3463  6231 |1.86 1.67 1.38|1.0   0 1.0|   0     0 |   0     0 | 25  410    0  104    2
Dec 14 10:20:06 ubuntu dstat.sh[83142]: 14-12 10:20:06|  7   2  89   1   0|5944M  317M  156M 1481M|  63k   56k|   0   616k|   0  74.0 |2746  4581 |1.86 1.67 1.38|1.0   0   0|   0     0 |   0     0 | 25  411    0  103    2
Dec 14 10:20:07 ubuntu dstat.sh[83142]: 14-12 10:20:07| 20   3  75   1   0|5944M  316M  156M 1481M| 330k  322k|   0  1215k|   0   169 |3980  6856 |1.71 1.65 1.37|  0   0   0|   0     0 |   0     0 | 25  410    0  109    2
Dec 14 10:20:08 ubuntu dstat.sh[83142]: 14-12 10:20:08| 10   2  84   2   0|5944M  315M  156M 1481M| 195k  180k|   0  4604k|   0   609 |3748  4680 |1.71 1.65 1.37|  0   0 4.0|   0     0 |   0     0 | 25  410    0  110    2
Dec 14 10:20:09 ubuntu dstat.sh[83142]: 14-12 10:20:09|  8   2  88   0   0|5945M  315M  156M 1481M| 192k  185k|   0   492k|   0  55.0 |2463  4178 |1.71 1.65 1.37|  0   0   0|   0     0 |   0     0 | 25  410    0  110    2
Dec 14 10:20:10 ubuntu dstat.sh[83142]: 14-12 10:20:10| 14   4  80   0   0|5954M  305M  156M 1482M| 164k  158k|   0   552k|   0  57.0 |2647  4240 |1.71 1.65 1.37|1.0   0 4.0|   0     0 |   0     0 | 25  410    0  107    2
Dec 14 10:20:11 ubuntu dstat.sh[83142]: 14-12 10:20:11|  9   2  89   0   0|5955M  303M  156M 1482M|  88k   83k|   0   220k|   0  21.0 |2375  3767 |1.71 1.65 1.37|1.0   0   0|   0     0 |   0     0 | 25  411    0  107    2
Dec 14 10:20:12 ubuntu dstat.sh[83142]: 14-12 10:20:12| 11   4  84   0   0|5949M  311M  157M 1482M| 125k  118k|   0   648k|   0  68.0 |2693  4391 |1.57 1.62 1.36|2.0   0   0|   0     0 |   0     0 | 25  410    0  104    2
Dec 14 10:20:13 ubuntu dstat.sh[83142]: 14-12 10:20:13| 17   2  78   2   0|5949M  310M  157M 1482M| 393k  384k|   0  1473k|   0   220 |3908  6519 |1.57 1.62 1.36|  0   0   0|   0     0 |   0     0 | 25  410    0  106    2
Dec 14 10:20:14 ubuntu dstat.sh[83142]: 14-12 10:20:14| 23   3  70   1   0|5949M  310M  157M 1482M| 336k  330k|   0  1400k|   0   199 |4103  6874 |1.57 1.62 1.36|3.0 1.0   0|   0     0 |   0     0 | 25  410    0  105    2
Dec 14 10:20:15 ubuntu dstat.sh[83142]: 14-12 10:20:15|  5   1  93   0   0|5949M  310M  157M 1482M|  24k   16k|   0   371k|   0  36.9 |2296  3466 |1.57 1.62 1.36|  0   0   0|   0     0 |   0     0 | 25  410    0  105    2
Dec 14 10:20:16 ubuntu dstat.sh[83142]: 14-12 10:20:16| 19   3  75   2   1|5948M  310M  157M 1482M| 451k  437k|   0  1394k|   0   219 |4195  7270 |1.57 1.62 1.36|  0   0   0|   0     0 |   0     0 | 25  411    0  106    2
Dec 14 10:20:17 ubuntu dstat.sh[83142]: 14-12 10:20:17| 15   3  81   1   0|5948M  310M  157M 1482M| 289k  283k|   0   859k|   0   113 |3562  6246 |1.61 1.62 1.37|  0   0   0|   0     0 |   0     0 | 25  410    0  106    2
Dec 14 10:20:18 ubuntu dstat.sh[83142]: 14-12 10:20:18| 12   1  85   0   0|5949M  310M  157M 1482M|  61k   54k|   0   176k|   0  12.0 |2121  3461 |1.61 1.62 1.37|1.0   0 2.0|   0     0 |   0     0 | 25  411    0  104    2
Dec 14 10:20:19 ubuntu dstat.sh[83142]: 14-12 10:20:19| 15   2  80   2   0|5949M  309M  157M 1483M| 283k  275k|  40k 1117k|4.00   170 |3842  6666 |1.61 1.62 1.37|3.0   0   0|   0     0 |   0     0 | 25  410    0  107    2
Dec 14 10:20:20 ubuntu dstat.sh[83142]: 14-12 10:20:20| 11   3  84   1   0|5949M  309M  157M 1483M| 272k  263k|   0   904k|   0   145 |3252  5588 |1.61 1.62 1.37|  0   0   0|   0     0 |   0     0 | 25  410    0  109    2
Dec 14 10:20:21 ubuntu dstat.sh[83142]: 14-12 10:20:21| 16   2  80   1   1|5949M  309M  157M 1483M| 288k  279k|   0  1173k|   0   133 |3432  5860 |1.61 1.62 1.37|1.0   0   0|   0     0 |   0     0 | 25  410    0  110    2
Dec 14 10:20:22 ubuntu dstat.sh[83142]: 14-12 10:20:22|  8   0  89   0   0|5949M  309M  157M 1483M|  85k   78k|   0   480k|   0  36.0 |2222  3737 |1.48 1.60 1.36|3.0   0   0|   0     0 |   0     0 | 25  411    0  106    2
Dec 14 10:20:23 ubuntu dstat.sh[83142]: 14-12 10:20:23| 15   2  81   1   0|5949M  308M  157M 1483M| 320k  305k|   0  1144k|   0   148 |3469  5888 |1.48 1.60 1.36|  0   0   0|   0     0 |   0     0 | 25  410    0  108    2
Dec 14 10:20:24 ubuntu dstat.sh[83142]: 14-12 10:20:24| 23   3  71   1   0|5950M  307M  157M 1483M| 489k  480k|   0  1123k|   0   133 |4611  8639 |1.48 1.60 1.36|1.0   0   0|   0     0 |   0     0 | 25  413    0  103    2
Dec 14 10:20:25 ubuntu dstat.sh[83142]: 14-12 10:20:25| 39   6  52   1   0|5950M  307M  157M 1483M| 664k  656k|  44k 1762k|4.00   242 |7448    14k|1.48 1.60 1.36|  0 1.0   0|   0     0 |   0     0 | 25  412    0  105    2
Dec 14 10:20:26 ubuntu dstat.sh[83142]: 14-12 10:20:26| 28   3  64   2   0|5951M  306M  157M 1484M| 554k  540k|   0  1255k|   0   155 |5448    10k|1.48 1.60 1.36|1.0   0   0|   0     0 |   0     0 | 25  411    0  106    2
Dec 14 10:20:27 ubuntu dstat.sh[83142]: 14-12 10:20:27| 26   4  67   1   0|5951M  305M  157M 1484M| 619k  610k|   0  1323k|   0   173 |5810    11k|1.52 1.60 1.36|  0   0   0|   0     0 |   0     0 | 25  410    0  106    2
Dec 14 10:20:28 ubuntu dstat.sh[83142]: 14-12 10:20:28|  7   1  86   2   0|5952M  304M  157M 1484M|  69k   63k|   0  7074k|   0   733 |2862  3427 |1.52 1.60 1.36|  0   0 2.0|   0     0 |   0     0 | 25  411    0  103    2
Dec 14 10:20:29 ubuntu dstat.sh[83142]: 14-12 10:20:29| 19   4  75   2   0|5952M  304M  157M 1484M| 287k  270k|   0  1194k|   0   168 |3825  6675 |1.52 1.60 1.36|  0   0   0|   0     0 |   0     0 | 25  410    0  107    2
Dec 14 10:20:30 ubuntu dstat.sh[83142]: 14-12 10:20:30| 14   2  82   1   0|5952M  304M  157M 1484M| 273k  266k|   0  1025k|   0   154 |3517  5985 |1.52 1.60 1.36|1.0   0   0|   0     0 |   0     0 | 25  410    0  104    2
Dec 14 10:20:31 ubuntu dstat.sh[83142]: 14-12 10:20:31| 11   3  84   0   0|5952M  304M  157M 1484M| 179k  163k|   0   655k|   0  75.9 |3042  5295 |1.52 1.60 1.36|1.0   0   0|   0     0 |   0     0 | 25  411    0  104    2
Dec 14 10:20:32 ubuntu dstat.sh[83142]: 14-12 10:20:32| 13   2  83   1   1|5953M  303M  157M 1485M| 212k  200k|   0  1001k|   0   141 |3426  5694 |1.56 1.61 1.37|  0   0   0|   0     0 |   0     0 | 25  410    0  104    2
Dec 14 10:20:33 ubuntu dstat.sh[83142]: 14-12 10:20:33| 18   2  78   1   0|5953M  302M  157M 1485M| 367k  346k|   0  1369k|   0   153 |3670  6029 |1.56 1.61 1.37|2.0   0   0|   0     0 |   0     0 | 25  410    0  107    2
Dec 14 10:20:34 ubuntu dstat.sh[83142]: 14-12 10:20:34| 17   3  77   1   0|5953M  302M  157M 1485M| 319k  311k|   0   958k|   0   124 |4224  7439 |1.56 1.61 1.37|1.0   0   0|   0     0 |   0     0 | 25  413    0  109    2
Dec 14 10:20:35 ubuntu dstat.sh[83142]: 14-12 10:20:35| 30   3  62   2   0|5953M  302M  158M 1485M| 568k  560k|   0  1832k|   0   267 |5905    10k|1.56 1.61 1.37|1.0   0   0|   0     0 |   0     0 | 25  412    0  110    2
Dec 14 10:20:36 ubuntu dstat.sh[83142]: 14-12 10:20:36| 27   4  64   3   0|5954M  300M  158M 1485M| 512k  503k|   0  1500k|   0   188 |5823    11k|1.56 1.61 1.37|3.0   0   0|   0     0 |   0     0 | 25  410    1  113    2
Dec 14 10:20:37 ubuntu dstat.sh[83142]: 14-12 10:20:37| 29   4  66   1   0|5954M  299M  158M 1486M| 489k  480k|   0  1481k|   0   171 |5646    10k|1.60 1.62 1.37|1.0   0   0|   0     0 |   0     0 | 25  411    0  111    2
Dec 14 10:20:38 ubuntu dstat.sh[83142]: 14-12 10:20:38| 28   6  64   2   1|5954M  299M  158M 1486M| 500k  493k|   0  1889k|   0   226 |5421  9955 |1.60 1.62 1.37|3.0   0 2.0|   0     0 |   0     0 | 25  412    0  114    2
Dec 14 10:20:39 ubuntu dstat.sh[83142]: 14-12 10:20:39| 29   4  65   1   0|5954M  299M  158M 1486M| 411k  405k|   0   973k|   0   124 |4558  8068 |1.60 1.62 1.37|1.0   0   0|   0     0 |   0     0 | 25  411    0  114    2
Dec 14 10:20:40 ubuntu dstat.sh[83142]: 14-12 10:20:40| 27   4  65   1   0|5961M  292M  158M 1486M| 532k  510k|   0  1054k|   0   125 |5213  9800 |1.60 1.62 1.37|3.0   0   0|   0     0 |   0     0 | 25  412    0  114    2
Dec 14 10:20:41 ubuntu dstat.sh[83142]: 14-12 10:20:41| 32   5  61   2   0|5955M  297M  158M 1487M| 496k  486k|   0  1688k|   0   230 |5715  9971 |1.60 1.62 1.37|2.0   0   0|   0     0 |   0     0 | 25  412    0  115    2
Dec 14 10:20:42 ubuntu dstat.sh[83142]: 14-12 10:20:42| 31   4  62   2   0|5955M  297M  158M 1487M| 521k  512k|   0  1682k|   0   239 |5820    10k|1.55 1.61 1.37|2.0   0   0|   0     0 |   0     0 | 25  411    0  119    2
Dec 14 10:20:43 ubuntu dstat.sh[83142]: 14-12 10:20:43| 27   4  66   2   1|5956M  296M  158M 1487M| 472k  465k|   0  1077k|   0   126 |4911  9202 |1.55 1.61 1.37|1.0   0   0|   0     0 |   0     0 | 25  411    0  113    2
Dec 14 10:20:44 ubuntu dstat.sh[83142]: 14-12 10:20:44| 24   3  70   1   0|5957M  295M  158M 1487M| 461k  453k|   0  1211k|   0   154 |5070  9116 |1.55 1.61 1.37|1.0   0   0|   0     0 |   0     0 | 25  410    0  115    2
Dec 14 10:20:45 ubuntu dstat.sh[83142]: 14-12 10:20:45| 10   1  86   1   0|5957M  295M  158M 1487M| 171k  165k|   0   653k|   0  78.1 |2967  4799 |1.55 1.61 1.37|  0   0   0|   0     0 |   0     0 | 25  410    0  111    2
Dec 14 10:20:46 ubuntu dstat.sh[83142]: 14-12 10:20:46| 12   4  82   0   0|5959M  293M  158M 1487M|  51k   45k|   0   444k|   0  49.0 |3107  7295 |1.55 1.61 1.37|1.0   0  34|   0     0 |   0     0 | 25  411    0  113    2
Dec 14 10:20:47 ubuntu dstat.sh[83142]: 14-12 10:20:47| 17   2  78   1   0|5959M  293M  159M 1487M| 298k  292k|   0  1406k|   0   218 |4069  7157 |1.50 1.60 1.37|  0   0   0|   0     0 |   0     0 | 25  410    0  114    2
Dec 14 10:20:48 ubuntu dstat.sh[83142]: 14-12 10:20:48| 20   4  75   1   1|5959M  292M  159M 1488M| 418k  411k|   0   613k|   0  62.2 |3221  5539 |1.50 1.60 1.37|1.0   0 2.0|   0     0 |   0     0 | 25  410    0  120    2
Dec 14 10:20:49 ubuntu dstat.sh[83142]: 14-12 10:20:49| 12   1  83   1   0|5959M  292M  159M 1488M| 173k  160k|   0   882k|   0   120 |3214  5347 |1.50 1.60 1.37|3.0   0   0|   0     0 |   0     0 | 25  410    0  115    2
Dec 14 10:20:50 ubuntu dstat.sh[83142]: 14-12 10:20:50|  9   2  89   1   0|5959M  292M  159M 1488M| 142k  129k|   0   520k|   0  56.0 |2651  4236 |1.50 1.60 1.37|  0   0   0|   0     0 |   0     0 | 25  410    0  114    2
Dec 14 10:20:51 ubuntu dstat.sh[83142]: 14-12 10:20:51| 16   2  79   2   0|5960M  291M  159M 1488M| 297k  290k|   0   946k|   0   108 |3673  6369 |1.50 1.60 1.37|1.0   0   0|   0     0 |   0     0 | 25  410    0  110    2
Dec 14 10:20:52 ubuntu dstat.sh[83142]: 14-12 10:20:52| 21   3  75   1   0|5960M  290M  159M 1488M| 327k  320k|   0  1337k|   0   181 |4073  6756 |1.38 1.57 1.36|  0   0   0|   0     0 |   0     0 | 25  411    0  114    2
Dec 14 10:20:53 ubuntu dstat.sh[83142]: 14-12 10:20:53| 11   2  87   0   0|5961M  290M  159M 1488M| 152k  146k|   0   617k|   0  74.1 |2441  4271 |1.38 1.57 1.36|2.0   0   0|   0     0 |   0     0 | 25  411    0  106    2
Dec 14 10:20:54 ubuntu dstat.sh[83142]: 14-12 10:20:54| 16   2  78   2   0|5961M  289M  159M 1488M| 223k  217k|   0  1274k|   0   185 |3893  6731 |1.38 1.57 1.36|  0   0   0|   0     0 |   0     0 | 25  408    0  110    1
Dec 14 10:20:55 ubuntu dstat.sh[83142]: 14-12 10:20:55|  9   2  88   1   0|5961M  289M  159M 1489M| 184k  179k|  60k  564k|5.00  64.1 |2841  4480 |1.38 1.57 1.36|1.0   0   0|   0     0 |   0     0 | 25  408    0  110    1
Dec 14 10:20:56 ubuntu dstat.sh[83142]: 14-12 10:20:56| 11   1  83   0   0|5962M  288M  159M 1489M| 260k  254k|   0   651k|   0  71.9 |3016  5093 |1.38 1.57 1.36|1.0   0   0|   0     0 |   0     0 | 25  408    0  112    1
Dec 14 10:20:57 ubuntu dstat.sh[83142]: 14-12 10:20:57| 16   3  81   1   0|5962M  287M  159M 1489M| 340k  332k|4104B  637k|1.00  74.1 |3132  5376 |1.27 1.54 1.35|2.0   0   0|   0     0 |   0     0 | 25  409    0  114    1
Dec 14 10:20:58 ubuntu dstat.sh[83142]: 14-12 10:20:58| 12   2  82   1   0|5963M  287M  159M 1489M| 192k  178k|   0  1176k|   0   167 |3461  5771 |1.27 1.54 1.35|1.0   0 2.0|   0     0 |   0     0 | 25  408    0  114    1
Dec 14 10:20:59 ubuntu dstat.sh[83142]: 14-12 10:20:59| 23   4  63   9   0|5963M  286M  159M 1489M| 497k  489k|   0    12M|   0  1344 |5941  8592 |1.27 1.54 1.35|1.0   0   0|   0     0 |   0     0 | 25  410    0  112    1
Dec 14 10:21:00 ubuntu dstat.sh[83142]: 14-12 10:21:00| 30   5  63   1   0|5963M  286M  159M 1489M| 585k  562k|   0  1739k|   0   238 |5718    10k|1.27 1.54 1.35|1.0   0   0|   0     0 |   0     0 | 25  409    0  117    1
Dec 14 10:21:01 ubuntu dstat.sh[83142]: 14-12 10:21:01| 28   3  66   1   0|5964M  285M  159M 1490M| 511k  504k| 164k 1133k|3.00   131 |5389  9994 |1.27 1.54 1.35|2.0   0   0|   0     0 |   0     0 | 25  409    0  113    1
Dec 14 10:21:02 ubuntu dstat.sh[83142]: 14-12 10:21:02| 21   2  73   1   0|5965M  284M  159M 1490M| 397k  387k|   0  1204k|   0   161 |4769  8307 |1.25 1.53 1.35|  0   0   0|   0     0 |   0     0 | 25  408    0  113    1
Dec 14 10:21:03 ubuntu dstat.sh[83142]: 14-12 10:21:03| 14   3  80   1   0|5965M  283M  159M 1490M| 315k  308k|   0   946k|   0   135 |3377  5828 |1.25 1.53 1.35|2.0   0   0|   0     0 |   0     0 | 25  408    0  114    1
Dec 14 10:21:04 ubuntu dstat.sh[83142]: 14-12 10:21:04| 10   1  85   2   0|5965M  283M  159M 1490M|  88k   82k|   0  1125k|   0  80.1 |2990  4903 |1.25 1.53 1.35|1.0   0   0|   0     0 |   0     0 | 25  408    0  115    1
Dec 14 10:21:05 ubuntu dstat.sh[83142]: 14-12 10:21:05| 19   2  75   1   0|5966M  282M  159M 1490M| 472k  463k|   0  1074k|   0   154 |4330  7168 |1.25 1.53 1.35|  0   0   0|   0     0 |   0     0 | 25  408    0  118    1
Dec 14 10:21:06 ubuntu dstat.sh[83142]: 14-12 10:21:06| 13   2  82   0   0|5966M  281M  159M 1490M| 318k  310k|   0   480k|   0  61.0 |2950  5135 |1.25 1.53 1.35|3.0   0   0|   0     0 |   0     0 | 25  409    0  122    1
Dec 14 10:21:07 ubuntu dstat.sh[83142]: 14-12 10:21:07| 14   2  81   1   0|5966M  280M  159M 1491M| 205k  191k|   0   816k|   0   126 |3261  5297 |1.15 1.51 1.34|2.0   0   0|   0     0 |   0     0 | 25  409    0  112    1
Dec 14 10:21:08 ubuntu dstat.sh[83142]: 14-12 10:21:08| 14   3  80   1   0|5968M  279M  159M 1491M| 299k  284k|   0   956k|   0   143 |3653  6058 |1.15 1.51 1.34|1.0   0 2.0|   0     0 |   0     0 | 25  409    0  113    1
Dec 14 10:21:09 ubuntu dstat.sh[83142]: 14-12 10:21:09| 24   4  70   2   0|5968M  278M  160M 1491M| 492k  483k|   0  1196k|   0   167 |4494  8317 |1.15 1.51 1.34|6.0   0   0|   0     0 |   0     0 | 25  410    0  113    1
Dec 14 10:21:10 ubuntu dstat.sh[83142]: 14-12 10:21:10| 29   4  64   1   0|5967M  278M  160M 1491M| 492k  483k|   0  1720k|   0   265 |5629    10k|1.15 1.51 1.34|4.0   0   0|   0     0 |   0     0 | 25  409    0  116    1
Dec 14 10:21:11 ubuntu dstat.sh[83142]: 14-12 10:21:11| 32   7  60   1   0|5977M  267M  160M 1492M| 518k  503k|   0  1067k|   0   129 |5507    10k|1.15 1.51 1.34|1.0   0 4.0|   0     0 |   0     0 | 25  409    0  120    1
Dec 14 10:21:12 ubuntu dstat.sh[83142]: 14-12 10:21:12| 21   5  71   2   0|6003M  242M  160M 1492M| 385k  378k|   0  1037k|   0   134 |4669  8040 |1.54 1.58 1.37|1.0   0   0|   0     0 |   0     0 | 25  408    0  123    1
Dec 14 10:21:13 ubuntu dstat.sh[83142]: 14-12 10:21:13| 15   3  80   1   0|5972M  273M  160M 1492M| 275k  265k|   0   633k|   0  77.2 |3160  5336 |1.54 1.58 1.37|2.0   0   0|   0     0 |   0     0 | 25  409    0  123    1
Dec 14 10:21:14 ubuntu dstat.sh[83142]: 14-12 10:21:14| 10   2  86   1   0|5972M  273M  160M 1492M| 103k   91k|   0   781k|   0  88.7 |2905  4795 |1.54 1.58 1.37|  0   0   0|   0     0 |   0     0 | 25  408    0  123    1
Dec 14 10:21:15 ubuntu dstat.sh[83142]: 14-12 10:21:15| 27   5  64   1   0|5972M  273M  160M 1492M| 501k  495k|   0  1362k|   0   191 |5536  9348 |1.54 1.58 1.37|1.0   0   0|   0     0 |   0     0 | 25  409    0  126    1
Dec 14 10:21:16 ubuntu dstat.sh[83142]: 14-12 10:21:16| 30   4  65   2   0|5972M  273M  160M 1492M| 500k  492k|   0  1655k|   0   256 |5684    11k|1.54 1.58 1.37|1.0   0   0|   0     0 |   0     0 | 25  409    0  126    1
Dec 14 10:21:17 ubuntu dstat.sh[83142]: 14-12 10:21:17| 28   4  66   1   0|5973M  271M  160M 1492M| 587k  579k|   0  1145k|   0   146 |5692    11k|1.50 1.57 1.36|1.0   0   0|   0     0 |   0     0 | 25  410    0  126    1
Dec 14 10:21:18 ubuntu dstat.sh[83142]: 14-12 10:21:18| 18   3  77   1   0|5974M  270M  160M 1492M| 331k  323k|   0  1144k|   0   178 |4362  7539 |1.50 1.57 1.36|5.0   0 2.0|   0     0 |   0     0 | 25  407    0  125    1
Dec 14 10:21:19 ubuntu dstat.sh[83142]: 14-12 10:21:19| 19   3  75   1   0|5974M  270M  160M 1493M| 365k  356k| 116k 1044k|3.00   153 |3960  6796 |1.50 1.57 1.36|1.0   0   0|   0     0 |   0     0 | 25  407    0  126    1
Dec 14 10:21:20 ubuntu dstat.sh[83142]: 14-12 10:21:20| 12   2  85   0   0|5978M  266M  160M 1493M| 152k  144k|   0   436k|   0  48.0 |2580  4407 |1.50 1.57 1.36|2.0   0   0|   0     0 |   0     0 | 25  408    0  123    1
Dec 14 10:21:21 ubuntu dstat.sh[83142]: 14-12 10:21:21| 16   3  79   2   1|5983M  260M  160M 1493M| 239k  230k|   0  1164k|   0   176 |3792  6486 |1.50 1.57 1.36|1.0   0   0|   0     0 |   0     0 | 25  407    0  124    1
Dec 14 10:21:22 ubuntu dstat.sh[83142]: 14-12 10:21:22| 21   3  72   1   0|5984M  259M  160M 1493M| 366k  359k|   0  1348k|   0   194 |4059  6929 |1.37 1.55 1.36|  0   0   0|   0     0 |   0     0 | 25  406    0  123    1
Dec 14 10:21:23 ubuntu dstat.sh[83142]: 14-12 10:21:23| 12   2  85   1   0|5984M  259M  160M 1493M| 258k  250k|   0   361k|   0  34.1 |2653  4413 |1.37 1.55 1.36|1.0   0   0|   0     0 |   0     0 | 25  407    0  123    1
Dec 14 10:21:24 ubuntu dstat.sh[83142]: 14-12 10:21:24| 17   2  79   1   0|5986M  257M  160M 1494M| 300k  287k|   0   966k|   0   136 |3743  6516 |1.37 1.55 1.36|  0   0   0|   0     0 |   0     0 | 25  406    0  120    1
Dec 14 10:21:25 ubuntu dstat.sh[83142]: 14-12 10:21:25| 14   3  81   1   0|5986M  256M  160M 1494M| 267k  244k|   0   993k|   0   146 |3899  6795 |1.37 1.55 1.36|  0   0   0|   0     0 |   0     0 | 25  406    0  120    1
