-- Logs begin at Sat 2023-08-05 00:30:40 UTC, end at Sat 2023-08-05 02:02:27 UTC. --
Aug 05 01:25:59 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 05 01:25:59 ubuntu dstat.sh[106609]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 05 01:25:59 ubuntu dstat.sh[106609]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 05 01:54:31 ubuntu dstat.sh[106609]: 05-08 01:54:31|  4   2  69  23   1|5969M  165M 1008M  759M|  33k   24k|   0   245k|   0  24.1 |1941  3178 |1.13 1.43 1.49|1.0 1.0   0|   0     0 |   0     0 | 25  432    0  145    5
Aug 05 01:54:32 ubuntu dstat.sh[106609]: 05-08 01:54:32|  5   1  70  22   0|5969M  165M 1008M  759M|  40k   25k|   0   395k|   0  35.9 |2250  3630 |1.13 1.43 1.49|  0 1.0   0|   0     0 |   0     0 | 25  432    0  145    5
Aug 05 01:54:33 ubuntu dstat.sh[106609]: 05-08 01:54:33|  6   2  67  23   0|5970M  165M 1008M  759M|  31k   22k|   0  2661k|   0   184 |2786  4471 |1.13 1.43 1.49|1.0 1.0 2.0|   0     0 |   0     0 | 25  432    0  145    5
Aug 05 01:54:34 ubuntu dstat.sh[106609]: 05-08 01:54:34|  5   1  69  23   0|5970M  165M 1008M  759M|  40k   31k|   0   332k|   0  34.0 |2172  3534 |1.12 1.42 1.48|1.0 1.0   0|   0     0 |   0     0 | 25  432    0  145    5
Aug 05 01:54:35 ubuntu dstat.sh[106609]: 05-08 01:54:35|  4   1  67  26   0|5970M  165M 1008M  759M|  25k   16k|   0  2793k|   0   442 |2696  3318 |1.12 1.42 1.48|  0 1.0 2.0|   0     0 |   0     0 | 25  432    0  145    5
Aug 05 01:54:36 ubuntu dstat.sh[106609]: 05-08 01:54:36|  5   2  68  24   0|5970M  165M 1008M  759M|  30k   22k|   0   120k|   0  16.0 |2044  3331 |1.12 1.42 1.48|  0 1.0   0|   0     0 |   0     0 | 25  432    0  139    5
Aug 05 01:54:37 ubuntu dstat.sh[106609]: 05-08 01:54:37|  6   1  68  23   1|5970M  165M 1008M  759M|  47k   29k|   0   392k|   0  36.0 |2458  4047 |1.12 1.42 1.48|  0 1.0   0|   0     0 |   0     0 | 25  432    0  139    5
Aug 05 01:54:38 ubuntu dstat.sh[106609]: 05-08 01:54:38|  8   3  66  22   0|5969M  163M 1008M  760M|  34k   26k| 108k 1153k|27.0   212 |3238  5519 |1.12 1.42 1.48|  0 1.0   0|   0     0 |   0     0 | 25  432    0  132    5
Aug 05 01:54:39 ubuntu dstat.sh[106609]: 05-08 01:54:39|  4   2  69  24   0|5969M  163M 1008M  760M|  31k   22k|   0   248k|   0  24.0 |2162  3525 |1.19 1.43 1.49|  0 1.0   0|   0     0 |   0     0 | 25  432    0  132    5
Aug 05 01:54:40 ubuntu dstat.sh[106609]: 05-08 01:54:40|  3   0  70  23   0|5969M  163M 1008M  760M|  24k   16k|   0   208k|   0  14.0 |1848  3059 |1.19 1.43 1.49|  0 1.0   0|   0     0 |   0     0 | 25  431    0  126    5
Aug 05 01:54:41 ubuntu dstat.sh[106609]: 05-08 01:54:41|  5   2  69  23   0|5969M  163M 1008M  760M|  35k   28k|   0   244k|   0  23.0 |2025  3241 |1.19 1.43 1.49|1.0 1.0   0|   0     0 |   0     0 | 25  431    0  126    5
Aug 05 01:54:42 ubuntu dstat.sh[106609]: 05-08 01:54:42| 12   3  61  22   0|5969M  163M 1008M  760M| 133k  124k|   0   340k|   0  33.0 |3628  6511 |1.19 1.43 1.49|  0 1.0   0|   0     0 |   0     0 | 25  430    0  120    7
Aug 05 01:54:43 ubuntu dstat.sh[106609]: 05-08 01:54:43|  5   2  68  23   0|5970M  163M 1008M  760M|1874k   63k|1280k 1304k|1.00   214 |3462  3778 |1.19 1.43 1.49|1.0 1.0 2.0|   0     0 |   0     0 | 25  430    0  120    7
Aug 05 01:54:44 ubuntu dstat.sh[106609]: 05-08 01:54:44| 19   4  65   9   0|5969M  180M 1009M  746M|  53M  868k|  49M  228k|39.0  22.0 |  21k 3735 |1.18 1.43 1.48|1.0   0   0|   0     0 |   0     0 | 25  430    0  116    7
Aug 05 01:54:45 ubuntu dstat.sh[106609]: 05-08 01:54:45| 12   3  65  16   0|6008M  124M 1032M  740M|  43M  936k|  39M  136k|34.9  9.96 |  21k 3537 |1.18 1.43 1.48|  0 1.0   0|   0     0 |   0     0 | 25  430    0  118    7
Aug 05 01:54:46 ubuntu dstat.sh[106609]: 05-08 01:54:46|  6   1  70  22   0|6008M  124M 1032M  740M|  27k   18k|   0    84k|   0  9.01 |1870  3049 |1.18 1.43 1.48|  0 1.0   0|   0     0 |   0     0 | 25  430    0  117    7
Aug 05 01:54:47 ubuntu dstat.sh[106609]: 05-08 01:54:47|  6   1  67  23   0|6008M  124M 1032M  740M|  41k   34k|   0   312k|   0  36.0 |2385  3946 |1.18 1.43 1.48|  0 1.0   0|   0     0 |   0     0 | 25  430    0  117    7
Aug 05 01:54:48 ubuntu dstat.sh[106609]: 05-08 01:54:48|  4   1  70  23   0|6008M  124M 1032M  740M|  33k   16k|   0   220k|   0  20.0 |2008  3170 |1.18 1.43 1.48|  0 1.0   0|   0     0 |   0     0 | 25  430    0   66    7
Aug 05 01:54:49 ubuntu dstat.sh[106609]: 05-08 01:54:49|  4   1  70  23   0|6008M  124M 1032M  740M|  28k   20k|   0   276k|   0  25.0 |2009  3351 |1.24 1.44 1.49|  0 1.0   0|   0     0 |   0     0 | 25  430    0   66    7
Aug 05 01:54:50 ubuntu dstat.sh[106609]: 05-08 01:54:50|  6   1  69  22   0|6008M  124M 1032M  740M|  35k   26k|   0   176k|   0  14.0 |1944  3019 |1.24 1.44 1.49|  0 1.0   0|   0     0 |   0     0 | 25  431    0   68    7
Aug 05 01:54:51 ubuntu dstat.sh[106609]: 05-08 01:54:51|  7   1  69  23   0|6008M  124M 1032M  740M|  56k   41k|   0   228k|   0  20.0 |2027  3213 |1.24 1.44 1.49|  0 1.0   0|   0     0 |   0     0 | 25  430    0   68    7
Aug 05 01:54:52 ubuntu dstat.sh[106609]: 05-08 01:54:52|  7   1  66  24   0|6008M  123M 1032M  740M|  58k   48k|8180B 1082k|2.00  83.9 |2579  4025 |1.24 1.44 1.49|  0 1.0   0|   0     0 |   0     0 | 25  430    0   69    7
Aug 05 01:54:53 ubuntu dstat.sh[106609]: 05-08 01:54:53| 10   5  61  21   0|6009M  153M 1012M  730M|  35k   23k|   0   787k|   0  90.9 |3338  7746 |1.24 1.44 1.49|1.0 1.0  36|   0     0 |   0     0 | 25  430    0   70    7
Aug 05 01:54:54 ubuntu dstat.sh[106609]: 05-08 01:54:54|  4   2  69  23   0|6009M  153M 1012M  730M|  34k   24k|   0   256k|   0  23.0 |2132  3419 |1.22 1.43 1.48|  0 1.0   0|   0     0 |   0     0 | 25  430    0   66    7
Aug 05 01:54:55 ubuntu dstat.sh[106609]: 05-08 01:54:55|  5   1  71  23   0|6009M  153M 1012M  730M|  30k   17k|   0   144k|   0  9.00 |1936  3006 |1.22 1.43 1.48|  0 1.0   0|   0     0 |   0     0 | 25  429    0   66    7
Aug 05 01:54:56 ubuntu dstat.sh[106609]: 05-08 01:54:56|  7   4  68  22   0|6021M  141M 1012M  731M|  32k   20k|   0   192k|   0  11.0 |2268  3394 |1.22 1.43 1.48|  0 1.0 3.0|   0     0 |   0     0 | 25  429    0   59    7
Aug 05 01:54:57 ubuntu dstat.sh[106609]: 05-08 01:54:57| 11   2  65  22   0|6021M  141M 1012M  731M|  43k   30k|   0   344k|   0  39.0 |2847  4547 |1.22 1.43 1.48|  0 1.0   0|   0     0 |   0     0 | 25  430    0   59    7
Aug 05 01:54:58 ubuntu dstat.sh[106609]: 05-08 01:54:58| 15   5  64  16   1|5979M  196M 1007M  722M|  13M  318k|  11M  353k|11.0  25.1 |6674  3514 |1.22 1.43 1.48|2.0   0 1.0|   0     0 |   0     0 | 25  430    0   57    7
Aug 05 01:54:59 ubuntu dstat.sh[106609]: 05-08 01:54:59| 25   2  67   3   0|5992M  168M 1022M  722M|  14M  378k|  13M  582k|17.0  52.9 |7886  4269 |1.21 1.42 1.48|  0 1.0   0|   0     0 |   0     0 | 25  430    0   61    7
Aug 05 01:55:00 ubuntu dstat.sh[106609]: 05-08 01:55:00| 24   6  66   2   0|5940M 1102M  142M  723M|  16M 5127k|  10M 2781k|19.0  51.9 |  11k 4237 |1.21 1.42 1.48|4.0   0 2.0|   0     0 |   0     0 | 25  430    0   62    7
Aug 05 01:55:01 ubuntu dstat.sh[106609]: 05-08 01:55:01| 20  10  60   7   0|5944M 1096M  142M  724M|  85k   69k|2014k  293k|      12.0 |3691  5888 |1.21 1.42 1.48|3.0 1.0  91|   0     0 |   0     0 | 25  430    0   63    7
Aug 05 01:55:02 ubuntu dstat.sh[106609]: 05-08 01:55:02| 24   8  63   4   0|5936M 1102M  143M  724M| 377k  365k| 380k 1187k|16.0   153 |4774  7929 |1.21 1.42 1.48|1.0   0 127|   0     0 |   0     0 | 25  430    0   60    7
Aug 05 01:55:03 ubuntu dstat.sh[106609]: 05-08 01:55:03| 10   2  84   2   0|5936M 1102M  143M  725M| 142k  133k|   0  4804k|   0   352 |3755  6206 |1.21 1.42 1.48|2.0   0 2.0|   0     0 |   0     0 | 25  428    0   61    7
Aug 05 01:55:04 ubuntu dstat.sh[106609]: 05-08 01:55:04| 12   3  82   0   0|5936M 1102M  143M  725M|  93k   69k|   0   407k|   0  42.9 |3154  4790 |1.27 1.43 1.48|  0   0 7.0|   0     0 |   0     0 | 25  428    0   59    7
Aug 05 01:55:05 ubuntu dstat.sh[106609]: 05-08 01:55:05|  7   2  89   0   0|5924M 1114M  143M  725M|  58k   46k|   0   188k|   0  10.0 |2172  3351 |1.27 1.43 1.48|  0   0 4.0|   0     0 |   0     0 | 25  427    0   59    7
Aug 05 01:55:06 ubuntu dstat.sh[106609]: 05-08 01:55:06|  6   2  90   0   0|5922M 1115M  143M  725M|  31k   22k|   0   256k|   0  23.0 |2281  3764 |1.27 1.43 1.48|  0   0 8.0|   0     0 |   0     0 | 25  428    0   55    7
Aug 05 01:55:07 ubuntu dstat.sh[106609]: 05-08 01:55:07|  9   6  81   2   0|5928M 1108M  143M  726M|1168k   66k|1021k  429k|65.1  37.1 |4046  5785 |1.27 1.43 1.48|  0   0  44|   0     0 |   0     0 | 25  428    0   55    7
Aug 05 01:55:08 ubuntu dstat.sh[106609]: 05-08 01:55:08| 19   6  73   2   0|5957M 1079M  143M  727M|  33k   25k| 112k 1107k|28.1   197 |3357  5375 |1.27 1.43 1.48|1.0   0 4.0|   0     0 |   0     0 | 25  428    0   50    7
Aug 05 01:55:09 ubuntu dstat.sh[106609]: 05-08 01:55:09| 23   9  68   0   0|5980M 1055M  143M  728M| 455k  448k|4087B  431k|1.00  36.9 |3071  5483 |1.33 1.44 1.49|1.0   0  20|   0     0 |   0     0 | 25  436    0   57    7
Aug 05 01:55:10 ubuntu dstat.sh[106609]: 05-08 01:55:10| 21   8  69   0   0|5953M 1082M  143M  728M| 492k  484k|   0   192k|   0  11.0 |2356  3577 |1.33 1.44 1.49|1.0   0   0|   0     0 |   0     0 | 25  436    0   59    7
Aug 05 01:55:11 ubuntu dstat.sh[106609]: 05-08 01:55:11| 22   9  68   0   0|5970M 1064M  143M  728M| 386k  377k|   0   212k|   0  18.0 |2546  3778 |1.33 1.44 1.49|1.0   0   0|   0     0 |   0     0 | 25  437    0   62    7
Aug 05 01:55:12 ubuntu dstat.sh[106609]: 05-08 01:55:12| 23   9  66   1   0|5975M 1059M  143M  728M| 405k  391k|   0   316k|   0  38.0 |2820  4375 |1.33 1.44 1.49|1.0   0   0|   0     0 |   0     0 | 25  434    0   63    7
Aug 05 01:55:13 ubuntu dstat.sh[106609]: 05-08 01:55:13| 21   9  67   1   0|5965M 1069M  143M  729M| 496k  488k|   0  6839k|   0   592 |3906  4676 |1.33 1.44 1.49|1.0   0 2.0|   0     0 |   0     0 | 25  432    0   68    7
Aug 05 01:55:14 ubuntu dstat.sh[106609]: 05-08 01:55:14| 20  10  69   0   0|5926M 1108M  143M  729M| 447k  437k|   0   337k|   0  25.1 |2542  3976 |1.30 1.43 1.48|1.0   0   0|   0     0 |   0     0 | 25  431    0   72    7
Aug 05 01:55:15 ubuntu dstat.sh[106609]: 05-08 01:55:15| 22   9  67   1   0|5929M 1105M  143M  729M|1197k  108k|   0   403k|      34.9 |3755  5278 |1.30 1.43 1.48|1.0   0  35|   0     0 |   0     0 | 25  431    0   73    7
Aug 05 01:55:16 ubuntu dstat.sh[106609]: 05-08 01:55:16| 11   2  84   1   0|5928M 1105M  143M  729M| 125k  109k|  64k  464k|1.00  58.0 |2850  4263 |1.30 1.43 1.48|  0   0   0|   0     0 |   0     0 | 25  430    0   73    7
Aug 05 01:55:17 ubuntu dstat.sh[106609]: 05-08 01:55:17| 15   4  79   2   0|5928M 1105M  143M  729M| 282k  270k|   0   968k|   0   130 |3736  6110 |1.30 1.43 1.48|  0   0   0|   0     0 |   0     0 | 25  431    0   73    7
Aug 05 01:55:18 ubuntu dstat.sh[106609]: 05-08 01:55:18| 14   4  80   1   0|5928M 1105M  143M  729M| 204k  178k|  80k  882k|20.0   108 |3448  5972 |1.30 1.43 1.48|1.0   0   0|   0     0 |   0     0 | 25  432    0   92    7
Aug 05 01:55:19 ubuntu dstat.sh[106609]: 05-08 01:55:19| 19   4  75   2   0|5928M 1105M  143M  730M| 283k  272k| 152k 1478k|37.9   223 |4542  8466 |1.36 1.44 1.49|  0   0   0|   0     0 |   0     0 | 25  431    0  125    7
Aug 05 01:55:20 ubuntu dstat.sh[106609]: 05-08 01:55:20| 13   2  83   1   0|5928M 1104M  143M  730M| 181k  163k|   0   609k|   0  80.1 |3182  5249 |1.36 1.44 1.49|2.0   0   0|   0     0 |   0     0 | 25  432    0  129    7
Aug 05 01:55:21 ubuntu dstat.sh[106609]: 05-08 01:55:21| 32   3  64   1   0|5928M 1104M  143M  730M| 646k  636k|4101B 2127k|1.00   167 |3716  6298 |1.36 1.44 1.49|2.0   0 1.0|   0     0 |   0     0 | 25  432    0  129    7
Aug 05 01:55:22 ubuntu dstat.sh[106609]: 05-08 01:55:22| 34   5  58   3   0|5926M 1106M  143M  730M| 692k  684k|8194B 5709k|2.00   445 |5159    10k|1.36 1.44 1.49|1.0   0   0|   0     0 |   0     0 | 25  432    0  136    7
Aug 05 01:55:23 ubuntu dstat.sh[106609]: 05-08 01:55:23| 26   4  65   2   0|5926M 1105M  143M  731M| 553k  541k|   0  4149k|   0   282 |5740    10k|1.36 1.44 1.49|1.0   0 2.0|   0     0 |   0     0 | 25  431    0  135    7
Aug 05 01:55:24 ubuntu dstat.sh[106609]: 05-08 01:55:24| 20   3  73   3   0|5926M 1105M  143M  731M| 364k  352k|   0  2093k|   0   242 |4671  7951 |1.49 1.47 1.49|  0   0   0|   0     0 |   0     0 | 25  430    0  136    7
Aug 05 01:55:25 ubuntu dstat.sh[106609]: 05-08 01:55:25| 16   4  78   1   0|5926M 1105M  143M  731M| 284k  268k|   0  1113k|   0   131 |3602  5736 |1.49 1.47 1.49|1.0   0 7.0|   0     0 |   0     0 | 25  429    0  136    7
Aug 05 01:55:26 ubuntu dstat.sh[106609]: 05-08 01:55:26| 11   3  84   0   0|5927M 1104M  143M  731M|  82k   63k|   0   516k|   0  28.0 |2619  3889 |1.49 1.47 1.49|  0   0 4.0|   0     0 |   0     0 | 25  428    0  136    7
Aug 05 01:55:27 ubuntu dstat.sh[106609]: 05-08 01:55:27|  7   2  88   1   1|5927M 1104M  143M  731M|  38k   29k|   0   665k|   0  55.1 |2580  4292 |1.49 1.47 1.49|  0   0 8.0|   0     0 |   0     0 | 25  429    0  131    6
Aug 05 01:55:28 ubuntu dstat.sh[106609]: 05-08 01:55:28|  7   4  88   0   0|5932M 1099M  143M  731M|  29k   20k|   0   220k|   0  13.0 |2329  3718 |1.49 1.47 1.49|3.0   0  15|   0     0 |   0     0 | 25  429    0  132    6
Aug 05 01:55:29 ubuntu dstat.sh[106609]: 05-08 01:55:29| 10   4  86   1   0|5935M 1096M  143M  731M|1170k   62k|   0  1055k|51.9   160 |4115  4723 |1.53 1.48 1.50|1.0   0  27|   0     0 |   0     0 | 25  431    0  130    6
Aug 05 01:55:30 ubuntu dstat.sh[106609]: 05-08 01:55:30| 27   7  64   3   0|5946M 1065M  163M  731M|  20M  368k|  18M  630k|20.1  62.2 |  11k 5063 |1.53 1.48 1.50|  0 1.0 4.0|   0     0 |   0     0 | 25  433    0  135    6
Aug 05 01:55:31 ubuntu dstat.sh[106609]: 05-08 01:55:31| 21   3  66   7   0|5982M  992M  199M  731M|  40M  820k|  36M  384k|33.0  38.0 |  18k 4219 |1.53 1.48 1.50|1.0   0   0|   0     0 |   0     0 | 25  433    0  134    6
Aug 05 01:55:32 ubuntu dstat.sh[106609]: 05-08 01:55:32| 20   2  68   8   0|5977M  952M  244M  731M|  50M  815k|  48M  332k|38.0  41.0 |  21k 4250 |1.53 1.48 1.50|2.0   0   0|   0     0 |   0     0 | 25  433    0  134    6
Aug 05 01:55:33 ubuntu dstat.sh[106609]: 05-08 01:55:33| 19   3  63  10   0|5975M  904M  295M  732M|  54M 1035k|  50M  651k|41.9  75.9 |  25k 4728 |1.53 1.48 1.50|1.0   0 2.0|   0     0 |   0     0 | 25  433    0  136    6
Aug 05 01:55:34 ubuntu dstat.sh[106609]: 05-08 01:55:34| 20   4  63   9   0|5974M  854M  345M  732M|  54M 1145k|  50M  500k|44.0  54.0 |  27k 4069 |1.49 1.47 1.49|1.0   0   0|   0     0 |   0     0 | 25  433    0  138    6
Aug 05 01:55:35 ubuntu dstat.sh[106609]: 05-08 01:55:35| 24   2  67   5   0|6011M  778M  383M  732M|  41M  968k|  36M  285k|32.1  20.0 |  26k 3545 |1.49 1.47 1.49|  0 1.0   0|   0     0 |   0     0 | 25  433    0  140    6
Aug 05 01:55:36 ubuntu dstat.sh[106609]: 05-08 01:55:36| 24   4  65   6   0|5997M  758M  418M  732M|  37M  825k|  35M  400k|32.0  34.0 |  16k 3707 |1.49 1.47 1.49|  0 1.0   0|   0     0 |   0     0 | 25  433    0  142    6
Aug 05 01:55:37 ubuntu dstat.sh[106609]: 05-08 01:55:37| 21   3  67   6   0|5977M  747M  448M  732M|  33M  644k|  30M  472k|27.0  47.0 |  15k 4195 |1.49 1.47 1.49|2.0 1.0   0|   0     0 |   0     0 | 25  434    0  144    6
Aug 05 01:55:38 ubuntu dstat.sh[106609]: 05-08 01:55:38| 21   5  61  10   0|5975M  703M  495M  732M|  53M 1040k|  49M  813k|69.1   172 |  30k 5026 |1.49 1.47 1.49|1.0 1.0   0|   0     0 |   0     0 | 25  433    0  144    6
Aug 05 01:55:39 ubuntu dstat.sh[106609]: 05-08 01:55:39| 19   4  60  11   0|5973M  654M  545M  732M|  54M 1120k|  50M 5569k| 112   636 |  27k 8796 |1.69 1.51 1.51|1.0   0   0|   0     0 |   0     0 | 25  433    0  146    6
Aug 05 01:55:40 ubuntu dstat.sh[106609]: 05-08 01:55:40| 18   3  65  10   0|5974M  603M  595M  732M|  55M 1155k|  50M  372k|43.0  30.0 |  26k 3658 |1.69 1.51 1.51|1.0   0   0|   0     0 |   0     0 | 25  433    0  148    6
Aug 05 01:55:41 ubuntu dstat.sh[106609]: 05-08 01:55:41| 23   4  66   6   1|6005M  539M  627M  732M|  33M  569k|  30M  369k|28.1  31.1 |  13k 3464 |1.69 1.51 1.51|  0 1.0   0|   0     0 |   0     0 | 25  433    0  150    6
Aug 05 01:55:42 ubuntu dstat.sh[106609]: 05-08 01:55:42| 23   3  67   5   0|5991M  519M  661M  733M|  37M  480k|  35M  500k|31.0  47.0 |  12k 4182 |1.69 1.51 1.51|1.0   0   0|   0     0 |   0     0 | 25  433    0  152    6
Aug 05 01:55:43 ubuntu dstat.sh[106609]: 05-08 01:55:43| 32   5  57   5   0|5975M  501M  695M  733M|  37M  688k|  35M  579k|32.0  51.9 |  14k 8634 |1.69 1.51 1.51|1.0   0 2.0|   0     0 |   0     0 | 25  433    0  153    5
Aug 05 01:55:44 ubuntu dstat.sh[106609]: 05-08 01:55:44| 21   4  61   9   0|5975M  452M  745M  733M|  54M  957k|  50M 8204k|43.0   576 |  22k 4003 |1.63 1.50 1.51|1.0   0   0|   0     0 |   0     0 | 25  433    0  154    6
Aug 05 01:55:45 ubuntu dstat.sh[106609]: 05-08 01:55:45| 18   4  65   9   0|5975M  401M  795M  733M|  54M  986k|  50M    0 |40.0     0 |  34k 3099 |1.63 1.50 1.51|1.0   0   0|   0     0 |   0     0 | 25  433    0  153    5
Aug 05 01:55:46 ubuntu dstat.sh[106609]: 05-08 01:55:46| 19   3  64   9   0|5976M  350M  845M  733M|  54M 1138k|  50M  216k|43.0  19.0 |  30k 3504 |1.63 1.50 1.51|3.0   0   0|   0     0 |   0     0 | 25  433    0  155    5
Aug 05 01:55:47 ubuntu dstat.sh[106609]: 05-08 01:55:47| 20   3  68   8   0|5976M  299M  895M  733M|  54M  676k|  50M  513k|44.1  49.1 |  17k 4257 |1.63 1.50 1.51|2.0   0   0|   0     0 |   0     0 | 25  433    0  156    5
Aug 05 01:55:48 ubuntu dstat.sh[106609]: 05-08 01:55:48| 22   3  67   6   0|6009M  233M  929M  733M|  35M  785k|  31M  332k|28.0  23.0 |  22k 3407 |1.63 1.50 1.51|  0 1.0   0|   0     0 |   0     0 | 25  433    0  158    5
Aug 05 01:55:49 ubuntu dstat.sh[106609]: 05-08 01:55:49| 22   3  69   4   0|5984M  233M  954M  733M|  28M  331k|  26M  536k|23.0  39.0 |7326  3783 |1.74 1.53 1.51|1.0   0   0|   0     0 |   0     0 | 25  433    0  160    5
Aug 05 01:55:50 ubuntu dstat.sh[106609]: 05-08 01:55:50| 22   4  66   7   0|5974M  201M  995M  733M|  45M  329k|  42M  319k|35.9  28.9 |  10k 3471 |1.74 1.53 1.51|2.0   0   0|   0     0 |   0     0 | 25  434    0  164    5
Aug 05 01:55:51 ubuntu dstat.sh[106609]: 05-08 01:55:51| 21   5  62   9   0|5975M  169M 1031M  729M|  55M 1109k|  50M 1512k|44.1  73.2 |  33k 3918 |1.74 1.53 1.51|3.0 1.0 1.0|   0     0 |   0     0 | 25  433    0  162    5
Aug 05 01:55:52 ubuntu dstat.sh[106609]: 05-08 01:55:52| 22   4  62  10   0|5977M  182M 1037M  710M|  54M 1030k|  50M  894k|44.9  88.8 |  23k 4887 |1.74 1.53 1.51|1.0   0   0|   0     0 |   0     0 | 25  433    0  170    5
Aug 05 01:55:53 ubuntu dstat.sh[106609]: 05-08 01:55:53| 24   6  59   8   0|6018M  125M 1065M  698M|  46M  892k|  40M  577k|32.1  58.1 |  22k 8162 |1.74 1.53 1.51|  0 1.0  36|   0     0 |   0     0 | 25  433    0  168    5
Aug 05 01:55:54 ubuntu dstat.sh[106609]: 05-08 01:55:54| 24   4  68   4   0|5996M  138M 1078M  694M|  28M  606k|  28M 1360k|22.0  83.0 |  14k 3734 |1.84 1.55 1.52|  0 1.0   0|   0     0 |   0     0 | 25  433    0  170    5
Aug 05 01:55:55 ubuntu dstat.sh[106609]: 05-08 01:55:55| 23   5  67   1   0|5937M 1133M  141M  696M|9956k 4990k|5383k 2796k|8.99  55.9 |6278  4158 |1.84 1.55 1.52|6.0   0 3.0|   0     0 |   0     0 | 25  431    0  177    5
Aug 05 01:55:56 ubuntu dstat.sh[106609]: 05-08 01:55:56| 23   8  67   1   0|5928M 1143M  141M  697M|  79k   63k|  28k  284k|      18.0 |3099  4895 |1.84 1.55 1.52|  0   0  26|   0     0 |   0     0 | 25  431    0  178    5
Aug 05 01:55:57 ubuntu dstat.sh[106609]: 05-08 01:55:57| 21   3  75   1   1|5928M 1142M  141M  697M| 273k  256k|  60k  992k|15.0   124 |3881  6435 |1.84 1.55 1.52|1.0   0  20|   0     0 |   0     0 | 25  432    0  192    5
Aug 05 01:55:58 ubuntu dstat.sh[106609]: 05-08 01:55:58| 22   4  70   2   0|5928M 1141M  141M  698M| 325k  313k| 200k 1553k|49.9   227 |4593  8575 |1.84 1.55 1.52|1.0   0   0|   0     0 |   0     0 | 25  435    0  229    5
Aug 05 01:55:59 ubuntu dstat.sh[106609]: 05-08 01:55:59| 10   3  84   1   0|5928M 1141M  141M  698M| 107k   89k|4085B 1129k|1.00   156 |3438  5444 |1.70 1.53 1.51|2.0   0   0|   0     0 |   0     0 | 25  435    0  229    5
Aug 05 01:56:00 ubuntu dstat.sh[106609]: 05-08 01:56:00| 30   6  61   2   0|5938M 1129M  141M  699M| 561k  543k|   0  1746k|   0   196 |5518    10k|1.70 1.53 1.51|3.0   0 3.0|   0     0 |   0     0 | 25  433    0  228    7
Aug 05 01:56:01 ubuntu dstat.sh[106609]: 05-08 01:56:01| 28   4  63   3   0|5938M 1129M  141M  700M| 605k  596k|   0  5088k|   0   388 |5466    11k|1.70 1.53 1.51|6.0   0   0|   0     0 |   0     0 | 25  433    0  243    7
Aug 05 01:56:02 ubuntu dstat.sh[106609]: 05-08 01:56:02| 29   7  62   1   0|5983M 1068M  141M  715M|  33M   33M|   0    17M|   0   154 |3813  6393 |1.70 1.53 1.51|2.0   0 6.0|   0     0 |   0     0 | 25  432    0  247    7
Aug 05 01:56:03 ubuntu dstat.sh[106609]: 05-08 01:56:03| 23   6  67   0   0|5937M 1114M  141M  715M| 107k   98k|   0   527k|   0  49.9 |3069  4612 |1.70 1.53 1.51|1.0   0 9.0|   0     0 |   0     0 | 25  432    0  249    7
Aug 05 01:56:04 ubuntu dstat.sh[106609]: 05-08 01:56:04| 15   2  80   1   0|5936M 1115M  142M  715M| 111k   87k|   0   595k|   0  65.9 |3355  5305 |1.64 1.52 1.51|  0   0 7.0|   0     0 |   0     0 | 25  433    0  246    7
Aug 05 01:56:05 ubuntu dstat.sh[106609]: 05-08 01:56:05|  6   2  89   0   0|5936M 1115M  142M  715M|  57k   44k|   0   180k|   0  8.99 |2110  3330 |1.64 1.52 1.51|  0   0 4.0|   0     0 |   0     0 | 25  432    0  246    7
Aug 05 01:56:06 ubuntu dstat.sh[106609]: 05-08 01:56:06|  7   3  89   1   1|5936M 1114M  142M  715M|  50k   41k|   0   360k|   0  25.0 |2348  4218 |1.64 1.52 1.51|  0   0 8.0|   0     0 |   0     0 | 25  433    0  247    7
Aug 05 01:56:07 ubuntu dstat.sh[106609]: 05-08 01:56:07| 10   6  79   2   0|5942M 1107M  142M  716M|1216k   92k| 551k  475k|60.4  38.6 |4545  6355 |1.64 1.52 1.51|1.0   0  42|   0     0 |   0     0 | 25  433    0  247    7
Aug 05 01:56:08 ubuntu dstat.sh[106609]: 05-08 01:56:08| 20   4  74   1   0|5964M 1085M  142M  716M|  99k   73k|  16k  259k|1.01  13.1 |2216  3293 |1.64 1.52 1.51|1.0   0 7.1|   0     0 |   0     0 | 25  433    0  250    7
Aug 05 01:56:09 ubuntu dstat.sh[106609]: 05-08 01:56:09| 27   8  62   3   0|5950M 1098M  142M  717M|  60k   52k| 316k 2269k|78.9   503 |4487  8311 |1.59 1.51 1.51|1.0   0 9.0|   0     0 |   0     0 | 25  433    0  250    7
Aug 05 01:56:10 ubuntu dstat.sh[106609]: 05-08 01:56:10| 24   7  63   5   0|5971M 1076M  143M  717M|2513k 9614k|2128k 1035M| 105   206 |7154  6131 |1.59 1.51 1.51|  0 1.0  22|   0     0 |   0     0 | 25  433    0  242    7
