-- Logs begin at Tue 2023-01-10 23:34:18 UTC, end at Wed 2023-01-11 20:21:55 UTC. --
Jan 11 19:41:29 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jan 11 19:41:29 ubuntu dstat.sh[90415]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jan 11 19:41:29 ubuntu dstat.sh[90415]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jan 11 20:03:02 ubuntu dstat.sh[90415]: 11-01 20:03:02| 19   3  74   2   0|6120M  269M  157M 1357M| 380k  360k|   0  1209k|   0   133 |4055  6997 |1.41 1.71 1.51|  0   0   0|   0     0 |   0     0 | 25  413    0   72    0
Jan 11 20:03:03 ubuntu dstat.sh[90415]: 11-01 20:03:03| 19   4  75   2   0|6121M  267M  157M 1357M| 343k  336k|   0  1397k|   0   161 |3912  7113 |1.70 1.76 1.53|  0   0 1.0|   0     0 |   0     0 | 25  415    0   69    0
Jan 11 20:03:04 ubuntu dstat.sh[90415]: 11-01 20:03:04| 15   2  80   1   0|6116M  272M  157M 1358M| 295k  281k|   0  1089k|   0   118 |3416  6029 |1.70 1.76 1.53|  0   0 1.0|   0     0 |   0     0 | 25  416    0   69    0
Jan 11 20:03:05 ubuntu dstat.sh[90415]: 11-01 20:03:05| 12   2  82   2   1|6116M  272M  157M 1358M| 155k  142k|   0  2570k|   0   140 |3225  5064 |1.70 1.76 1.53|1.0   0   0|   0     0 |   0     0 | 25  416    0   68    0
Jan 11 20:03:06 ubuntu dstat.sh[90415]: 11-01 20:03:06| 14   3  80   3   0|6116M  272M  157M 1358M| 246k  238k|   0   979k|   0   138 |3686  6538 |1.70 1.76 1.53|  0   0   0|   0     0 |   0     0 | 25  413    0   70    0
Jan 11 20:03:07 ubuntu dstat.sh[90415]: 11-01 20:03:07| 15   3  79   1   0|6116M  272M  157M 1358M| 305k  300k|   0   688k|   0  93.0 |3271  5757 |1.70 1.76 1.53|3.0   0   0|   0     0 |   0     0 | 25  414    0   69    0
Jan 11 20:03:08 ubuntu dstat.sh[90415]: 11-01 20:03:08| 18   3  77   2   0|6115M  272M  157M 1358M| 348k  334k|   0  1125k|   0   129 |3563  6536 |1.56 1.73 1.52|2.0   0   0|   0     0 |   0     0 | 25  413    0   71    0
Jan 11 20:03:09 ubuntu dstat.sh[90415]: 11-01 20:03:09| 16   5  77   1   0|6124M  262M  157M 1359M| 157k  151k|   0   789k|   0  78.1 |2960  4862 |1.56 1.73 1.52|1.0 1.0 4.0|   0     0 |   0     0 | 25  414    0   66    0
Jan 11 20:03:10 ubuntu dstat.sh[90415]: 11-01 20:03:10| 15   4  77   2   0|6141M  246M  157M 1358M| 219k  207k|   0  8398k|   0   294 |4386  6487 |1.56 1.73 1.52|1.0   0   0|   0     0 |   0     0 | 25  413    0   66    0
Jan 11 20:03:11 ubuntu dstat.sh[90415]: 11-01 20:03:11| 22   3  71   3   0|6118M  269M  157M 1359M| 342k  334k|   0  1400k|   0   169 |3846  7163 |1.56 1.73 1.52|  0   0 2.0|   0     0 |   0     0 | 25  413    0   63    0
Jan 11 20:03:12 ubuntu dstat.sh[90415]: 11-01 20:03:12| 12   2  83   1   0|6118M  269M  157M 1359M| 284k  276k|   0   805k|   0   104 |3069  5351 |1.56 1.73 1.52|  0   0   0|   0     0 |   0     0 | 25  414    0   63    0
Jan 11 20:03:13 ubuntu dstat.sh[90415]: 11-01 20:03:13| 18   5  76   1   0|6117M  269M  157M 1359M| 195k  181k|   0   692k|   0  95.0 |3573  8170 |1.43 1.71 1.52|1.0 1.0  34|   0     0 |   0     0 | 25  414    0   60    0
Jan 11 20:03:14 ubuntu dstat.sh[90415]: 11-01 20:03:14| 16   2  78   3   0|6117M  270M  157M 1359M| 234k  227k|   0  1456k|   0   192 |3831  6792 |1.43 1.71 1.52|  0   0   0|   0     0 |   0     0 | 25  413    0   61    0
Jan 11 20:03:15 ubuntu dstat.sh[90415]: 11-01 20:03:15| 21   3  73   2   0|6117M  270M  157M 1359M| 610k  602k|   0  1235k|   0   119 |3951  6606 |1.43 1.71 1.52|  0   0   0|   0     0 |   0     0 | 25  414    0   63    0
Jan 11 20:03:16 ubuntu dstat.sh[90415]: 11-01 20:03:16| 13   2  83   1   0|6116M  270M  157M 1359M| 196k  181k|   0   588k|   0  70.1 |2955  4953 |1.43 1.71 1.52|1.0   0   0|   0     0 |   0     0 | 25  415    0   63    0
Jan 11 20:03:17 ubuntu dstat.sh[90415]: 11-01 20:03:17| 32   3  63   3   0|6117M  269M  157M 1359M| 513k  506k|   0  1520k|   0   183 |4256  7727 |1.43 1.71 1.52|1.0   0   0|   0     0 |   0     0 | 25  415    0   65    0
Jan 11 20:03:18 ubuntu dstat.sh[90415]: 11-01 20:03:18| 29   3  65   2   0|6117M  269M  157M 1359M| 441k  431k|   0  1472k|   0   183 |4325  7710 |1.48 1.71 1.52|2.0   0   0|   0     0 |   0     0 | 25  415    0   68    0
Jan 11 20:03:19 ubuntu dstat.sh[90415]: 11-01 20:03:19| 26   4  64   4   0|6117M  268M  157M 1360M| 510k  503k|   0  1736k|   0   229 |5295    11k|1.48 1.71 1.52|1.0   0   0|   0     0 |   0     0 | 25  414    0   70    0
Jan 11 20:03:20 ubuntu dstat.sh[90415]: 11-01 20:03:20| 27   5  65   3   0|6121M  264M  157M 1360M| 500k  493k|   0  1993k|   0   164 |5147  9898 |1.48 1.71 1.52|1.0   0   0|   0     0 |   0     0 | 25  415    0   71    0
Jan 11 20:03:21 ubuntu dstat.sh[90415]: 11-01 20:03:21| 19   3  73   2   0|6121M  264M  157M 1360M| 372k  357k|   0  1474k|   0   182 |4295  7878 |1.48 1.71 1.52|1.0   0 2.0|   0     0 |   0     0 | 25  413    0   70    0
Jan 11 20:03:22 ubuntu dstat.sh[90415]: 11-01 20:03:22| 15   4  78   2   0|6131M  254M  157M 1360M| 265k  256k|   0   865k|   0   119 |3469  6156 |1.48 1.71 1.52|1.0   0 3.0|   0     0 |   0     0 | 25  411    0   72    0
Jan 11 20:03:23 ubuntu dstat.sh[90415]: 11-01 20:03:23| 23   5  69   1   0|6167M  217M  157M 1361M|  32k   24k| 524k  316k|8.99  25.0 |2504  3901 |1.44 1.70 1.52|1.0   0 2.0|   0     0 |   0     0 | 25  411    0   72    0
Jan 11 20:03:24 ubuntu dstat.sh[90415]: 11-01 20:03:24| 28   5  66   1   0|6232M  152M  157M 1361M|  44k   35k|   0   460k|   0  50.0 |2802  4484 |1.44 1.70 1.52|1.0   0 2.0|   0     0 |   0     0 | 25  411    0   73    0
Jan 11 20:03:25 ubuntu dstat.sh[90415]: 11-01 20:03:25| 19   5  74   1   0|6168M  215M  157M 1361M|  78k   59k|   0  1488k|   0   212 |3472  5158 |1.44 1.70 1.52|  0   0 8.0|   0     0 |   0     0 | 25  413    0   69    0
Jan 11 20:03:26 ubuntu dstat.sh[90415]: 11-01 20:03:26| 10   2  87   0   0|6168M  215M  157M 1361M|  61k   48k|   0   220k|   0  8.01 |2587  3930 |1.44 1.70 1.52|  0   0 4.0|   0     0 |   0     0 | 25  412    0   69    0
Jan 11 20:03:27 ubuntu dstat.sh[90415]: 11-01 20:03:27|  5   3  90   0   0|6169M  215M  157M 1361M|  22k   17k|   0   264k|   0  22.0 |2354  4064 |1.44 1.70 1.52|1.0   0 8.0|   0     0 |   0     0 | 25  413    0   65    0
Jan 11 20:03:28 ubuntu dstat.sh[90415]: 11-01 20:03:28|  7   5  83   1   0|6181M  200M  158M 1362M|1157k   62k|1231k  408k|62.0  33.0 |3909  5468 |1.41 1.69 1.51|1.0   0  30|   0     0 |   0     0 | 25  413    0   65    0
Jan 11 20:03:29 ubuntu dstat.sh[90415]: 11-01 20:03:29| 12   2  84   1   0|6189M  193M  157M 1362M|  38k   29k|4099B  576k|1.00  66.0 |2553  4235 |1.41 1.69 1.51|1.0   0  12|   0     0 |   0     0 | 25  413    0   64    0
Jan 11 20:03:30 ubuntu dstat.sh[90415]: 11-01 20:03:30| 22   5  69   3   0|6175M  206M  157M 1363M| 105k  100k|  12k  720k|3.00  67.0 |2965  4967 |1.41 1.69 1.51|2.0 1.0 2.0|   0     0 |   0     0 | 25  420    0   68    0
Jan 11 20:03:31 ubuntu dstat.sh[90415]: 11-01 20:03:31| 19   4  64  10   0|6227M  151M  208M 1316M|  56M  952k|  51M  459k|42.9  50.9 |  26k 4852 |1.41 1.69 1.51|1.0   0  62|   0     0 |   0     0 | 25  419    0   69    0
Jan 11 20:03:32 ubuntu dstat.sh[90415]: 11-01 20:03:32| 19   5  64  10   0|6224M  177M  245M 1259M|  55M 1176k|  50M  569k|46.1  57.1 |  28k 4227 |1.41 1.69 1.51|1.0   0   0|   0     0 |   0     0 | 25  419    0   73    0
Jan 11 20:03:33 ubuntu dstat.sh[90415]: 11-01 20:03:33| 20   4  65   7   0|6265M  125M  280M 1234M|  40M  795k|  36M  384k|32.0  30.0 |  17k 4215 |1.53 1.71 1.52|  0 1.0  21|   0     0 |   0     0 | 25  421    0   75    0
Jan 11 20:03:34 ubuntu dstat.sh[90415]: 11-01 20:03:34| 25   3  65   5   0|6242M  162M  302M 1200M|  25M  544k|  24M  572k|21.0  64.0 |  12k 4731 |1.53 1.71 1.52|3.0   0   0|   0     0 |   0     0 | 25  421    0   75    0
Jan 11 20:03:35 ubuntu dstat.sh[90415]: 11-01 20:03:35| 21   4  65   7   0|6233M  169M  332M 1174M|  44M 1022k|  40M 1441k|32.0  71.0 |  26k 3984 |1.53 1.71 1.52|1.0 1.0 2.0|   0     0 |   0     0 | 25  423    0   75    0
Jan 11 20:03:36 ubuntu dstat.sh[90415]: 11-01 20:03:36| 19   4  67   7   0|6235M  170M  379M 1124M|  54M  894k|  50M  224k|41.0  17.0 |  23k 3528 |1.53 1.71 1.52|1.0   0   0|   0     0 |   0     0 | 25  421    0   74    0
Jan 11 20:03:37 ubuntu dstat.sh[90415]: 11-01 20:03:37| 20   5  62   9   0|6237M  186M  408M 1080M|  55M 1180k|  50M  300k|43.0  20.0 |  31k 3933 |1.53 1.71 1.52|1.0   0   0|   0     0 |   0     0 | 25  421    0   76    0
Jan 11 20:03:38 ubuntu dstat.sh[90415]: 11-01 20:03:38| 23   4  64   7   0|6269M  122M  444M 1076M|  40M  984k|  36M  416k|32.0  37.0 |  29k 4091 |1.49 1.70 1.52|2.0 1.0   0|   0     0 |   0     0 | 25  421    0   74    0
Jan 11 20:03:39 ubuntu dstat.sh[90415]: 11-01 20:03:39| 30   3  62   4   0|6239M  151M  458M 1063M|  23M  302k|  23M  457k|21.0  37.0 |6477  3625 |1.49 1.70 1.52|2.0   0   0|   0     0 |   0     0 | 25  421    0   76    0
Jan 11 20:03:40 ubuntu dstat.sh[90415]: 11-01 20:03:40| 21   3  64   7   0|6229M  181M  477M 1024M|  45M  887k|  41M 5931k|33.0   315 |  29k 3984 |1.49 1.70 1.52|1.0   0   0|   0     0 |   0     0 | 25  421    0   74    0
Jan 11 20:03:41 ubuntu dstat.sh[90415]: 11-01 20:03:41| 18   4  64   9   0|6230M  178M  508M  998M|  55M 1115k|  50M  431k|42.9  35.0 |  26k 3934 |1.49 1.70 1.52|1.0   0 2.0|   0     0 |   0     0 | 25  421    0   76    0
Jan 11 20:03:42 ubuntu dstat.sh[90415]: 11-01 20:03:42| 19   5  62   9   0|6230M  174M  540M  971M|  55M 1121k|  50M  572k|44.0  49.0 |  27k 4295 |1.49 1.70 1.52|1.0   0  20|   0     0 |   0     0 | 25  423    0   73    0
Jan 11 20:03:43 ubuntu dstat.sh[90415]: 11-01 20:03:43| 21   3  65   8   0|6268M  129M  562M  956M|  41M  896k|  36M  420k|32.0  38.0 |  20k 3878 |1.45 1.68 1.51|  0 1.0   0|   0     0 |   0     0 | 25  423    0   75    0
Jan 11 20:03:44 ubuntu dstat.sh[90415]: 11-01 20:03:44| 25   2  67   4   0|6236M  162M  569M  949M|  18M  477k|  16M  552k|14.0  58.0 |  10k 4410 |1.45 1.68 1.51|  0 1.0   0|   0     0 |   0     0 | 25  423    0   76    0
Jan 11 20:03:45 ubuntu dstat.sh[90415]: 11-01 20:03:45| 20   4  64   8   0|6231M  182M  593M  910M|  50M 1000k|  47M  471k|40.9  41.9 |  29k 3697 |1.45 1.68 1.51|1.0   0   0|   0     0 |   0     0 | 25  423    0   78    0
Jan 11 20:03:46 ubuntu dstat.sh[90415]: 11-01 20:03:46| 20   4  65   8   0|6231M  169M  626M  891M|  54M  990k|  50M  493k|43.1  22.0 |  21k 3586 |1.45 1.68 1.51|2.0   0   0|   0     0 |   0     0 | 25  423    0   76    0
Jan 11 20:03:47 ubuntu dstat.sh[90415]: 11-01 20:03:47| 18   5  65   8   0|6232M  273M  662M  750M|  54M 1015k|  50M  296k|43.0  18.0 |  23k 3463 |1.45 1.68 1.51|2.0   0   0|   0     0 |   0     0 | 25  423    0   78    0
Jan 11 20:03:48 ubuntu dstat.sh[90415]: 11-01 20:03:48| 23   3  63   9   0|6266M  203M  698M  751M|  39M  810k|  34M 2656k|30.0   360 |  19k 4085 |1.41 1.67 1.51|2.0 1.0 2.0|   0     0 |   0     0 | 25  423    0   78    0
Jan 11 20:03:49 ubuntu dstat.sh[90415]: 11-01 20:03:49| 25   3  67   3   0|6237M  211M  718M  751M|  20M  527k|  20M  417k|19.0  43.1 |  11k 4295 |1.41 1.67 1.51|  0 1.0   0|   0     0 |   0     0 | 25  423    0   80    0
Jan 11 20:03:50 ubuntu dstat.sh[90415]: 11-01 20:03:50| 18   3  65   9   0|6233M  172M  762M  751M|  50M  859k|  46M  208k|37.0  21.0 |  22k 3634 |1.41 1.67 1.51|2.0   0   0|   0     0 |   0     0 | 25  423    0   71    0
Jan 11 20:03:51 ubuntu dstat.sh[90415]: 11-01 20:03:51| 19   5  65   8   0|6232M  179M  776M  733M|  54M 1067k|  50M  436k|43.0  39.0 |  25k 3940 |1.41 1.67 1.51|3.0   0 2.0|   0     0 |   0     0 | 25  423    0   73    0
Jan 11 20:03:52 ubuntu dstat.sh[90415]: 11-01 20:03:52| 20   3  65   9   0|6281M  139M  788M  712M|  53M 1224k|  48M  360k|41.1  33.0 |  31k 3975 |1.41 1.67 1.51|2.0 1.0   0|   0     0 |   0     0 | 25  423    0   75    0
Jan 11 20:03:53 ubuntu dstat.sh[90415]: 11-01 20:03:53| 24   2  68   4   0|6252M  147M  810M  712M|  23M  531k|  21M  368k|20.0  32.0 |  12k 3769 |1.38 1.66 1.51|1.0 1.0   0|   0     0 |   0     0 | 25  423    0   77    0
Jan 11 20:03:54 ubuntu dstat.sh[90415]: 11-01 20:03:54| 24   3  64   7   0|6234M  178M  811M  698M|  33M  640k|  31M 1091k|28.0  99.9 |  14k 4878 |1.38 1.66 1.51|1.0   0   0|   0     0 |   0     0 | 25  423    0   80    0
Jan 11 20:03:55 ubuntu dstat.sh[90415]: 11-01 20:03:55| 18   5  64   9   0|6234M  171M  833M  683M|  54M  894k|  50M  232k|41.0  18.0 |  22k 3465 |1.38 1.66 1.51|2.0   0   0|   0     0 |   0     0 | 25  423    0   80    0
Jan 11 20:03:56 ubuntu dstat.sh[90415]: 11-01 20:03:56| 23   3  68   5   0|6184M  198M  855M  683M|  25M  663k|  23M  536k|25.0  39.0 |  12k 3678 |1.38 1.66 1.51|3.0   0   0|   0     0 |   0     0 | 25  423    0   84    0
Jan 11 20:03:57 ubuntu dstat.sh[90415]: 11-01 20:03:57| 22   6  69   3   0|6210M  893M  134M  686M|4793k 4787k| 232k 2785k|26.0  53.1 |2444  3997 |1.38 1.66 1.51|3.0   0 3.0|   0     0 |   0     0 | 25  423    0   88    0
Jan 11 20:03:58 ubuntu dstat.sh[90415]: 11-01 20:03:58| 19   5  73   1   0|6187M  917M  134M  686M|  78k   67k|  44k  411k|      34.0 |3274  5267 |1.35 1.65 1.51|  0   0  25|   0     0 |   0     0 | 25  423    0   88    0
Jan 11 20:03:59 ubuntu dstat.sh[90415]: 11-01 20:03:59| 12   2  85   1   0|6186M  917M  134M  686M| 126k  115k|   0   541k|   0  72.1 |2827  4514 |1.35 1.65 1.51|1.0   0   0|   0     0 |   0     0 | 25  423    0   88    0
Jan 11 20:04:00 ubuntu dstat.sh[90415]: 11-01 20:04:00| 12   2  83   2   0|6186M  916M  134M  686M| 152k  146k|   0   768k|   0   106 |3189  5589 |1.35 1.65 1.51|  0   0   0|   0     0 |   0     0 | 25  422    0   89    0
Jan 11 20:04:01 ubuntu dstat.sh[90415]: 11-01 20:04:01| 20   4  75   1   0|6186M  916M  134M  686M| 340k  325k|   0   764k|   0   102 |3726  6321 |1.35 1.65 1.51|  0   0 2.0|   0     0 |   0     0 | 25  424    0   91    0
Jan 11 20:04:02 ubuntu dstat.sh[90415]: 11-01 20:04:02| 24   6  62   7   0|6185M  917M  134M  687M| 314k  294k| 136k 2454k|33.9   355 |6162    11k|1.35 1.65 1.51|4.0 2.0 7.0|   0     0 |   0     0 | 25  420    0   92    1
Jan 11 20:04:03 ubuntu dstat.sh[90415]: 11-01 20:04:03| 12   3  79   3   0|6186M  916M  134M  687M|  87k   67k|  84k 1170k|21.0   183 |3537  5682 |1.24 1.62 1.50|  0   0 4.0|   0     0 |   0     0 | 25  420    0   92    0
Jan 11 20:04:04 ubuntu dstat.sh[90415]: 11-01 20:04:04|  7   3  89   1   0|6186M  916M  134M  687M|  41k   33k|   0   417k|   0  47.1 |2639  4462 |1.24 1.62 1.50|2.0   0 4.0|   0     0 |   0     0 | 25  420    0   91    0
Jan 11 20:04:05 ubuntu dstat.sh[90415]: 11-01 20:04:05|  4   2  93   0   0|6186M  916M  134M  687M|  30k   16k|   0   196k|   0  9.98 |2067  3092 |1.24 1.62 1.50|  0   0 4.0|   0     0 |   0     0 | 25  421    0   91    0
Jan 11 20:04:06 ubuntu dstat.sh[90415]: 11-01 20:04:06|  9   6  82   3   0|6191M  904M  134M  693M|1163k   59k|5607k  801k| 114  39.0 |3889  5138 |1.24 1.62 1.50|1.0   0  45|   0     0 |   0     0 | 25  421    0   88    0
Jan 11 20:04:07 ubuntu dstat.sh[90415]: 11-01 20:04:07| 24   5  70   0   0|6191M  904M  134M  693M|  27k   22k|   0   220k|   0  13.0 |2201  3313 |1.24 1.62 1.50|2.0   0 4.0|   0     0 |   0     0 | 25  421    0   88    0
Jan 11 20:04:08 ubuntu dstat.sh[90415]: 11-01 20:04:08| 15   6  65  10   0|6201M  843M  184M  693M|1337k   53M| 108k   50M|7.00  45.0 |9551  8853 |1.30 1.63 1.50|1.0   0  20|   0     0 |   0     0 | 25  427    0   94    0
Jan 11 20:04:09 ubuntu dstat.sh[90415]: 11-01 20:04:09| 13   8  65  12   0|6207M  732M  284M  695M|1246k   59M|   0    50M|   0  37.0 |9143  5255 |1.30 1.63 1.50|  0 1.0 2.0|   0     0 |   0     0 | 25  427    0   95    0
Jan 11 20:04:10 ubuntu dstat.sh[90415]: 11-01 20:04:10| 13   7  60  16   0|6201M  686M  334M  695M|1802k   88M|   0    84M|   0  37.0 |  13k 7437 |1.30 1.63 1.50|  0 1.0 2.0|   0     0 |   0     0 | 25  427    0   94    0
Jan 11 20:04:11 ubuntu dstat.sh[90415]: 11-01 20:04:11| 15   5  65  14   0|6223M  611M  384M  697M|1491k   65M|2731k   71M|25.0   405 |  11k 6344 |1.30 1.63 1.50|2.0   0 2.0|   0     0 |   0     0 | 25  428    0   96    0
Jan 11 20:04:12 ubuntu dstat.sh[90415]: 11-01 20:04:12| 18   9  60  11   0|6194M  538M  484M  697M|1231k   58M|   0    50M|   0  38.9 |  10k 6307 |1.30 1.63 1.50|  0 1.0   0|   0     0 |   0     0 | 25  429    0   95    0
Jan 11 20:04:13 ubuntu dstat.sh[90415]: 11-01 20:04:13| 19   9  56  15   1|6195M  485M  534M  697M|1652k   79M|   0    50M|   0  28.1 |  12k   13k|1.28 1.62 1.50|  0 1.0  34|   0     0 |   0     0 | 25  429    0   97    0
Jan 11 20:04:14 ubuntu dstat.sh[90415]: 11-01 20:04:14| 15   5  66  12   0|6204M  425M  584M  697M|1677k   74M|   0   100M|   0  60.9 |  13k   11k|1.28 1.62 1.50|2.0   0   0|   0     0 |   0     0 | 25  429    0   97    0
Jan 11 20:04:15 ubuntu dstat.sh[90415]: 11-01 20:04:15| 10   7  67  12   0|6192M  333M  684M  698M|1335k   63M|8198B   50M|2.00  35.0 |9813  6712 |1.28 1.62 1.50|1.0 1.0   0|   0     0 |   0     0 | 25  429    0  100    0
Jan 11 20:04:16 ubuntu dstat.sh[90415]: 11-01 20:04:16| 10   5  64  18   0|6192M  282M  734M  698M|1824k   88M|   0    87M|   0   414 |  12k 6476 |1.28 1.62 1.50|  0 1.0   0|   0     0 |   0     0 | 25  429    0  101    0
Jan 11 20:04:17 ubuntu dstat.sh[90415]: 11-01 20:04:17| 13   6  67  12   0|6241M  181M  784M  698M|1381k   59M|   0    66M|   0  18.0 |9524  7499 |1.28 1.62 1.50|1.0   0   0|   0     0 |   0     0 | 25  429    0  101    0
Jan 11 20:04:18 ubuntu dstat.sh[90415]: 11-01 20:04:18| 11   7  68  12   0|6195M  172M  855M  681M|1520k   73M|   0    50M|   0  31.0 |  11k 6650 |1.26 1.61 1.49|2.0 1.0   0|   0     0 |   0     0 | 25  429    0  102    0
Jan 11 20:04:19 ubuntu dstat.sh[90415]: 11-01 20:04:19| 10   5  67  16   0|6194M  172M  876M  661M|1773k   86M|4099B   93M|1.00  62.0 |  13k 7995 |1.26 1.61 1.49|2.0   0   0|   0     0 |   0     0 | 25  429    0   96    0
Jan 11 20:04:20 ubuntu dstat.sh[90415]: 11-01 20:04:20| 22   7  60  10   0|6242M  128M  889M  644M|1259k   53M|   0    58M|   0  27.0 |9074  5902 |1.26 1.61 1.49|1.0   0   0|   0     0 |   0     0 | 25  429    0   98    0
Jan 11 20:04:21 ubuntu dstat.sh[90415]: 11-01 20:04:21| 11   8  66  12   0|6195M  175M  925M  609M|1455k   69M|   0    52M|   0   310 |  11k 5127 |1.26 1.61 1.49|  0 1.0 2.0|   0     0 |   0     0 | 25  429    0   95    0
Jan 11 20:04:22 ubuntu dstat.sh[90415]: 11-01 20:04:22| 13   6  66  13   0|6194M  178M  936M  596M|1351k   71M|   0    82M|   0  31.0 |  11k 7395 |1.26 1.61 1.49|2.0   0   0|   0     0 |   0     0 | 25  429    0   96    0
Jan 11 20:04:23 ubuntu dstat.sh[90415]: 11-01 20:04:23| 17   9  65   8   0|6206M  999M  126M  596M|2068k   43M|1061k   42M|52.0  43.0 |8773  6361 |1.32 1.61 1.50|1.0   0 9.0|   0     0 |   0     0 | 25  429    0   94    0
Jan 11 20:04:24 ubuntu dstat.sh[90415]: 11-01 20:04:24| 24   7  66   1   1|6196M 1009M  126M  596M|  43k   37k|4100B  396k|           |3158  5290 |1.32 1.61 1.50|1.0   0  23|   0     0 |   0     0 | 25  429    0   96    0
Jan 11 20:04:25 ubuntu dstat.sh[90415]: 11-01 20:04:25| 14   3  83   1   0|6195M 1009M  126M  597M| 152k  133k|   0   420k|   0  43.0 |3240  4750 |1.32 1.61 1.50|1.0   0 4.0|   0     0 |   0     0 | 25  428    0   95    0
Jan 11 20:04:26 ubuntu dstat.sh[90415]: 11-01 20:04:26|  8   2  87   1   0|6195M 1009M  126M  597M| 151k  141k|   0   365k|   0  41.1 |2528  4202 |1.32 1.61 1.50|2.0   0   0|   0     0 |   0     0 | 25  429    0   95    0
Jan 11 20:04:27 ubuntu dstat.sh[90415]: 11-01 20:04:27| 15   2  78   3   0|6195M 1009M  126M  597M| 208k  193k|   0  2826k|   0   410 |3883  6105 |1.32 1.61 1.50|  0   0   0|   0     0 |   0     0 | 25  428    0   99    0
Jan 11 20:04:28 ubuntu dstat.sh[90415]: 11-01 20:04:28| 24   6  67   3   0|6193M 1009M  126M  598M| 286k  280k| 216k 1666k|54.1   255 |5152  8908 |1.29 1.60 1.49|  0   0   0|   0     0 |   0     0 | 25  430    0  148    0
Jan 11 20:04:29 ubuntu dstat.sh[90415]: 11-01 20:04:29| 12   2  83   2   0|6193M 1010M  126M  598M| 187k  174k|   0   796k|   0   121 |3534  5783 |1.29 1.60 1.49|  0   0   0|   0     0 |   0     0 | 25  431    0  148    0
Jan 11 20:04:30 ubuntu dstat.sh[90415]: 11-01 20:04:30| 24   7  67   1   0|6192M 1010M  127M  598M| 309k  303k|8170B 1109k|1.99   138 |4134  7088 |1.29 1.60 1.49|  0   0  22|   0     0 |   0     0 | 25  431    0  152    0
Jan 11 20:04:31 ubuntu dstat.sh[90415]: 11-01 20:04:31| 12   2  83   2   0|6192M 1010M  127M  599M| 212k  197k|   0  1006k|   0   140 |3284  5506 |1.29 1.60 1.49|1.0   0 2.0|   0     0 |   0     0 | 25  430    0  146    0
Jan 11 20:04:32 ubuntu dstat.sh[90415]: 11-01 20:04:32| 15   3  81   0   0|6192M 1010M  127M  599M| 152k  129k|  20k  240k|3.01  25.0 |3267  4755 |1.29 1.60 1.49|1.0   0 7.0|   0     0 |   0     0 | 25  431    0  148    0
Jan 11 20:04:33 ubuntu dstat.sh[90415]: 11-01 20:04:33| 10   4  83   4   0|6194M 1007M  127M  599M|  47k   37k| 263k 2056k|65.9   430 |4036  7576 |1.35 1.61 1.50|1.0   0 4.0|   0     0 |   0     0 | 25  431    0  144    0
Jan 11 20:04:34 ubuntu dstat.sh[90415]: 11-01 20:04:34|  7   3  88   0   0|6194M 1007M  127M  599M|  35k   29k|   0   408k|   0  51.0 |2927  4834 |1.35 1.61 1.50|  0   0 8.0|   0     0 |   0     0 | 25  431    0  144    0
Jan 11 20:04:35 ubuntu dstat.sh[90415]: 11-01 20:04:35|  8   6  84   2   0|6200M 1001M  127M  599M|1139k   45k|   0   172k|52.1  9.01 |3813  5047 |1.35 1.61 1.50|  0   0  41|   0     0 |   0     0 | 25  431    0  140    0
Jan 11 20:04:36 ubuntu dstat.sh[90415]: 11-01 20:04:36| 16   3  80   0   0|6219M  982M  127M  599M|  22k   16k|   0   152k|   0  9.00 |2062  3103 |1.35 1.61 1.50|1.0   0 3.0|   0     0 |   0     0 | 25  431    0  140    0
Jan 11 20:04:37 ubuntu dstat.sh[90415]: 11-01 20:04:37| 17   5  66   9   0|6237M  921M  169M  599M|  44M  715k|  40M  459k|32.9  53.8 |  18k 4731 |1.35 1.61 1.50|  0 1.0 1.0|   0     0 |   0     0 | 25  433    0  138    0
Jan 11 20:04:38 ubuntu dstat.sh[90415]: 11-01 20:04:38| 26   2  68   3   0|6251M  894M  183M  599M|  15M  471k|  14M  385k|15.0  37.1 |  13k 3819 |1.32 1.60 1.49|  0 1.0   0|   0     0 |   0     0 | 25  433    0  140    0
Jan 11 20:04:39 ubuntu dstat.sh[90415]: 11-01 20:04:39| 19   3  65   9   0|6244M  855M  228M  599M|  50M  620k|  47M  212k|38.0  21.0 |  20k 3824 |1.32 1.60 1.49|1.0   0   0|   0     0 |   0     0 | 25  433    0  138    0
Jan 11 20:04:40 ubuntu dstat.sh[90415]: 11-01 20:04:40| 21   4  59  12   0|6248M  801M  278M  600M|  55M 1421k|  50M  360k|43.0  30.0 |  39k 4199 |1.32 1.60 1.49|3.0   0   0|   0     0 |   0     0 | 25  431    0  141    0
Jan 11 20:04:41 ubuntu dstat.sh[90415]: 11-01 20:04:41| 30   3  63   2   0|6254M  782M  292M  600M|  13M  427k|  11M  352k|12.0  31.0 |  10k 3811 |1.32 1.60 1.49|  0 1.0 2.0|   0     0 |   0     0 | 25  431    0  139    0
